"samples","total_number_of_reads","file_size","GC_content","total_number_of_bases","complete_sequence_size","average_read_size","read_size_mode","read_size_median","lowest_read_size","highest_read_size","seq_meth"
"mgm4691116",379902201,1336881,"0.47705355578281466",338230683,338230683,25299984291795604,301,248,50,594,"illumina"
"mgm4691117",471152849,1663946,"0.49664718729989327",419015503,419015503,25182037337750144,301,2560,50,586,"illumina"
"mgm4691118",286442755,984875,"0.4724302848983109",256022613,256022613,2599544236578246,301,264,50,592,"illumina"
"mgm4691119",506559600,1734182,"0.47501138678473226",452175493,452175493,2607428130380779,301,2650,50,594,"illumina"
"mgm4691120",389353798,1386420,"0.49615076747780995",346097824,346097824,2496341830037074,301,2530,50,591,"illumina"
"mgm4691121",469370498,1593498,"0.4660228709993693",419487135,419487135,2632492384678236,301,2730,50,587,"illumina"
"mgm4691122",466301858,1622828,"0.489579175295793",415480456,415480456,2560224842065826,301,2580,50,591,"illumina"
"mgm4691123",571107157,1988524,"0.4774901126818338",508583310,508583310,25575920129704244,301,2560,50,590,"illumina"
"mgm4691124",328063483,1155439,"0.48761309897158367",292199275,292199275,25289026508539176,301,253,50,591,"illumina"
"mgm4691125",433894146,1461035,"0.4572932976931687",388249235,388249235,2657357523947065,301,278,50,592,"illumina"
"mgm4691126",286117989,969418,"0.4584640852714541",256176891,256176891,26425844269448264,301,2750,50,589,"illumina"
"mgm4691127",343572399,1192561,"0.4791920154486595",306520316,306520316,2570269495648441,301,258,50,593,"illumina"
"mgm4691267",3559682091,20911131,"0.6121718420064474",2691173512,2691173512,12869574161244554,150,150,50,150,"illumina"
"mgm4692823",883932378,4466550,"0.5086700293936446",694459987,694459987,15548017754195072,151,1510,63,294,"illumina"
"mgm4692828",1050066510,5307480,"0.609923110447582",824918965,824918965,15542573217421452,151,1510,63,294,"illumina"
"mgm4693524",9255712483,46940580,"0.49556960996532856",7267400330,7267400330,1548212725535134,151,1510,58,294,"illumina"
"mgm4693638",2872330948,17559803,"0.5287862961472801",2143042880,2143042880,12204253544302292,150,141,50,150,"illumina"
"mgm4694154",3318888502,19616767,"0.5375175550445015",2504175509,2504175509,1276548530652375,150,150,50,150,"illumina"
"mgm4694205",2510719474,14607734,"0.48028254656673564",2039754532,2039754532,13963524609634868,151,1410,50,293,"illumina"
"mgm4694206",3093292990,19543270,"0.5819464310848508",2459473925,2459473925,12584761531719104,151,1240,50,293,"illumina"
"mgm4694207",3902471751,25489741,"0.5419134431802028",3072406780,3072406780,12053503329045204,151,113,50,293,"illumina"
"mgm4694208",2920783105,19479994,"0.5298668146432998",2289038882,2289038882,11750716565929128,151,1080,50,293,"illumina"
"mgm4694209",3375909900,21432353,"0.5836654425138064",2679743497,2679743497,12503263160139252,151,121,50,293,"illumina"
"mgm4694210",2913962007,19314127,"0.5711261678761433",2287688545,2287688545,11844638616076202,151,111,50,293,"illumina"
"mgm4694211",2259226338,14528479,"0.49013266540623507",1790879678,1790879678,12326683873790228,151,116,50,293,"illumina"
"mgm4694212",3492236445,22454697,"0.5988026318729688",2762330586,2762330586,123017940789849,151,118,50,293,"illumina"
"mgm4694213",2330351742,13854349,"0.6088553000950971",1884265606,1884265606,13600535153257652,151,142,50,293,"illumina"
"mgm4694214",3390507681,19431330,"0.5677909202092869",2760367523,2760367523,14205757006854396,151,1490,50,293,"illumina"
"mgm4694746",3437015314,24529577,"0.6177733748049731",2638647534,2638647534,10757003816250072,151,107,50,294,"illumina"
"mgm4694757",1747808024,4997608,"0.40923371223535526",1502260656,1502260656,300595936295924,301,2970,109,594,"illumina"
"mgm4694758",2144636172,6318078,"0.401600801152789",1833258300,1833258300,2901607577494295,301,2930,110,594,"illumina"
"mgm4694759",1879934972,5565688,"0.40012930927298757",1605561575,1605561575,2884749513447394,301,2930,99,594,"illumina"
"mgm4694760",1796872270,5287256,"0.39999162445441266",1536377525,1536377525,29058126275708984,301,2940,104,594,"illumina"
"mgm4695472",72229682,292428,"0.5320373128702113",57486438,57486438,19658322048504248,127,1760,50,585,"illumina"
"mgm4695473",54725993,234992,"0.5431031637917308",42878581,42878581,18246825849390616,107,1570,50,585,"illumina"
"mgm4695474",28259774,147211,"0.5502969313668825",20837812,20837812,1415506449925617,78,120,50,585,"illumina"
"mgm4695475",65814249,278674,"0.542548069307275",51764840,51764840,18575410694933864,116,1640,50,585,"illumina"
"mgm4695476",40744265,198094,"0.5652674925377619",30756858,30756858,1552639554958757,74,1310,50,585,"illumina"
"mgm4695477",63811474,265343,"0.5559760954950863",50433841,50433841,19007036552688408,124,171,50,585,"illumina"
"mgm4695478",21194104,112839,"0.5662783227464356",15503440,15503440,13739434060918654,98,123,50,578,"illumina"
"mgm4695479",74200452,320453,"0.5681261631218406",58044220,58044220,18113177283408172,145,167,50,585,"illumina"
"mgm4695480",32830920,171480,"0.5530186665310469",24185265,24185265,1410384009797061,106,1230,50,585,"illumina"
"mgm4695481",39541796,175925,"0.5192169803191699",30672639,30672639,1743506551087111,102,153,50,585,"illumina"
"mgm4695482",26474445,127729,"0.5707178521809638",20034835,20034835,15685423827008744,67,130,50,577,"illumina"
"mgm4695483",45377993,212148,"0.5775630080846045",34682216,34682216,16348123008465788,113,1410,50,585,"illumina"
"mgm4695484",28141951,142937,"0.5642109519842236",20935494,20935494,14646658318000236,86,125,50,584,"illumina"
"mgm4695485",43413867,207040,"0.5330594420720013",32975617,32975617,1592717204404946,92,1350,50,584,"illumina"
"mgm4695486",30431900,146785,"0.5633902533953264",23031364,23031364,15690543311646286,70,130,50,585,"illumina"
"mgm4695487",48828241,231692,"0.5414396282979496",37147172,37147172,16032997254976434,79,1360,50,585,"illumina"
"mgm4695488",35181091,182984,"0.5421451989932135",25955056,25955056,1418433087045862,104,1260,50,582,"illumina"
"mgm4695489",32648318,159997,"0.5815061237808099",24581791,24581791,15363907448264656,115,132,50,585,"illumina"
"mgm4695490",52563679,257852,"0.539654547290438",39564605,39564605,1534392015574826,122,1400,50,580,"illumina"
"mgm4696715",2844943964,21313799,"0.4468618830662541",2152693699,2152693699,1010,101,101,101,101,"illumina"
"mgm4697387",316637726,898639,"0.4473055677174857",288891005,288891005,3214761489318848,301,340,50,594,"illumina"
"mgm4697957",1394095564,7868810,"0.4514528570359867",1143400561,1143400561,1453079386845025,150,1500,70,150,"illumina"
"mgm4697958",2080703584,11715853,"0.44624722571239694",1705067454,1705067454,14553506722899306,150,150,70,150,"illumina"
"mgm4698148",75276065,325718,"0.4156539054849491",65288755,65288755,20044564623385872,301,1940,50,553,"illumina"
"mgm4698149",140613477,620393,"0.4202777996952176",121491278,121491278,19582954353127772,301,191,50,551,"illumina"
"mgm4698150",115574948,511958,"0.4166632286140924",99814258,99814258,1949657159376355,301,1880,50,561,"illumina"
"mgm4698151",215122484,1006091,"0.4226371248445347",184032205,184032205,18291805115044264,137,173,50,569,"illumina"
"mgm4698152",170240289,760667,"0.4182672454174814",146769671,146769671,1929486503292505,301,187,50,557,"illumina"
"mgm4698153",223802872,983571,"0.4162958047367095",193422163,193422163,19665297472170288,301,190,50,561,"illumina"
"mgm4698154",170276033,752887,"0.4183804862690766",147046447,147046447,19531011559503616,301,189,50,560,"illumina"
"mgm4698155",203132755,903369,"0.41629937378376947",175238671,175238671,19398348958177668,301,189,50,562,"illumina"
"mgm4698156",331165319,1492522,"0.42172712325379785",284508369,284508369,19062256301749656,154,1850,50,559,"illumina"
"mgm4698157",75920166,354633,"0.42267279257479834",65036779,65036779,18339178531044768,146,174,50,562,"illumina"
"mgm4698158",172110034,740794,"0.4183343934180564",149255366,149255366,20148025766947360,301,1950,50,561,"illumina"
"mgm4698159",227715954,1014918,"0.4174833531796469",196341249,196341249,19345528308690948,301,1870,50,567,"illumina"
"mgm4698162",165036542,737345,"0.4166404102389723",142288968,142288968,19297475130366384,301,186,50,558,"illumina"
"mgm4698163",180496796,776164,"0.4171431884382514",156545663,156545663,20169147628593960,301,1980,50,561,"illumina"
"mgm4698164",171123276,747808,"0.415216755712756",148051046,148051046,19798002428430828,301,1930,50,576,"illumina"
"mgm4698165",260546651,1184792,"0.41746781111909054",223737741,223737741,18884136709228288,301,1810,50,563,"illumina"
"mgm4698166",126737761,537121,"0.41751601245527176",110196873,110196873,20516210127699344,301,204,50,554,"illumina"
"mgm4698167",206715697,940693,"0.4250254352060468",177664179,177664179,1888652078839749,151,182,50,569,"illumina"
"mgm4698168",177012882,797390,"0.42070880308444564",152403400,152403400,19112780446205748,163,1840,50,563,"illumina"
"mgm4698169",120931263,536677,"0.41628352857583983",104404263,104404263,19453835919929488,301,187,50,561,"illumina"
"mgm4698170",153376163,750531,"0.42626423879231334",130220138,130220138,17350400982770864,137,162,50,567,"illumina"
"mgm4698172",218430320,952144,"0.4233337397904885",189023613,189023613,19852418646759316,301,1940,50,560,"illumina"
"mgm4698175",181980804,823731,"0.4185611377370303",156555263,156555263,1900562962909008,137,182,50,568,"illumina"
"mgm4698176",547416901,2654224,"0.43033509315933277",463588067,463588067,1746604909758935,137,1670,50,545,"illumina"
"mgm4698178",227023080,943894,"0.4125350371924089",197872233,197872233,2096339557196041,301,2060,50,569,"illumina"
"mgm4698179",328202038,1501257,"0.42409251857067015",281266775,281266775,18735418053004916,301,180,50,563,"illumina"
"mgm4698181",222395825,912453,"0.4118249781113948",194219776,194219776,21285455360440484,301,215,50,561,"illumina"
"mgm4698182",179674252,759289,"0.4140677198787848",156246145,156246145,20577954507440512,301,205,50,557,"illumina"
"mgm4698183",270180313,1199403,"0.421223409372726",232903447,232903447,194182811782195,301,188,50,558,"illumina"
"mgm4698184",169670820,717907,"0.4147975839647805",147525664,147525664,20549411553307044,301,204,50,562,"illumina"
"mgm4698185",139021858,588765,"0.4201713854017999",120879957,120879957,2053110443046037,301,201,50,561,"illumina"
"mgm4698186",176178293,784123,"0.4272988421892525",151980365,151980365,19382209806369664,301,188,50,568,"illumina"
"mgm4698187",154766229,654482,"0.42030968919576556",134587259,134587259,20563935906564280,301,2030,50,578,"illumina"
"mgm4698188",179393549,805817,"0.4179468909380882",154523121,154523121,19175956948041556,301,185,50,582,"illumina"
"mgm4698189",78165175,340992,"0.41680267206180416",67704422,67704422,1985513501783033,301,1920,50,555,"illumina"
"mgm4698190",101773294,426789,"0.4145492541032805",88652421,88652421,2077195546276966,301,203,50,558,"illumina"
"mgm4698191",226778352,997199,"0.4205519841499629",195970772,195970772,1965212279595146,301,191,50,566,"illumina"
"mgm4698299",408790101,1547475,"0.4169796855533402",360304670,360304670,23283391977253268,251,251,50,494,"illumina"
"mgm4698363",1736381115,13265354,"0.5395128780587765",1309732258,1309732258,9873330617486724,101,1010,50,194,"illumina"
"mgm4698364",1642758569,12395277,"0.44171660545821506",1244817200,1244817200,10042673511854556,101,101,50,194,"illumina"
"mgm4698541",29734370,151069,"0.480898101013634",28178612,28178612,18652808981326412,250,212,50,250,"illumina"
"mgm4698542",73805820,397699,"0.5300006461688259",69517436,69517436,1747991219490117,250,182,50,250,"illumina"
"mgm4698543",53463114,238266,"0.43553148094664285",50949945,50949945,2138364055299539,250,2500,50,250,"illumina"
"mgm4698544",51173920,237924,"0.4305457837013383",48664425,48664425,20453768850557320,250,2410,50,250,"illumina"
"mgm4698545",26459317,106795,"0.4546071960207301",23259744,23259744,21779806170700876,250,250,50,250,"illumina"
"mgm4698546",76595490,395813,"0.5309435371160045",72327478,72327478,18273143630957044,250,196,50,250,"illumina"
"mgm4698547",95565843,471622,"0.4906143327547802",90484350,90484350,19185778017140844,250,2220,50,250,"illumina"
"mgm4698548",242635348,1215134,"0.49162226153681216",204862029,204862029,16859212975688276,250,1700,50,250,"illumina"
"mgm4698549",99232668,471662,"0.4928566621693427",94150804,94150804,199614987003405,250,2480,50,250,"illumina"
"mgm4698551",159439263,835377,"0.4866370701211095",133653661,133653661,1599920287486967,250,161,50,250,"illumina"
"mgm4698553",153011851,730020,"0.4889359629192618",130492332,130492332,17875172187063368,250,1820,50,250,"illumina"
"mgm4698554",25965127,134575,"0.48789313063921524",24582986,24582986,18267126880921416,250,200,50,250,"illumina"
"mgm4698556",44593047,201910,"0.4571323258854101",42480343,42480343,21039246694071616,250,2490,50,250,"illumina"
"mgm4698558",32218038,154352,"0.46019958691451707",30627559,30627559,19842670648906396,250,2340,50,250,"illumina"
"mgm4698560",208444910,933554,"0.4833694504168207",179615832,179615832,19240004541783332,250,2060,50,250,"illumina"
"mgm4698562",26760649,134104,"0.48920797696823487",25383378,25383378,1892812891487204,250,2200,50,250,"illumina"
"mgm4698563",85845730,417765,"0.4714276490356155",81356711,81356711,19474276447284960,250,230,50,250,"illumina"
"mgm4698565",42418027,201746,"0.45395796831211876",40307018,40307018,19979091530934936,250,2290,50,250,"illumina"
"mgm4698567",23297593,133586,"0.4374329974773102",21885370,21885370,16382981749584536,250,1640,50,250,"illumina"
"mgm4698568",22691978,101580,"0.45039659189390824",19654083,19654083,19348378617838160,250,2090,50,250,"illumina"
"mgm4698569",160767621,832603,"0.48878265794990405",151706170,151706170,1822070902939336,250,197,50,250,"illumina"
"mgm4698570",61943046,327089,"0.48764189027474397",58432035,58432035,17864261714701504,250,191,50,250,"illumina"
"mgm4698571",23459782,132545,"0.43858898491183673",22058616,22058616,16642359953223432,250,166,50,250,"illumina"
"mgm4698572",68175008,309520,"0.45956639427779766",58690969,58690969,18961931054536052,250,2020,50,250,"illumina"
"mgm4698573",97058402,455954,"0.46592941294951445",92146930,92146930,2020969878540379,250,2490,50,250,"illumina"
"mgm4698574",63497608,324616,"0.4886388678217521",60013165,60013165,18487432843729208,250,2050,50,250,"illumina"
"mgm4698575",94791422,456295,"0.4643101459083701",89876201,89876201,1969695065692151,250,235,50,250,"illumina"
"mgm4698576",81767760,326626,"0.45924727490792183",71753447,71753447,21968075719630404,250,2500,50,250,"illumina"
"mgm4698577",234621234,1269444,"0.49738632743464095",220312218,220312218,17355016684469736,250,1790,50,250,"illumina"
"mgm4698578",283960313,1249423,"0.4677453460183892",245089763,245089763,19616235894488892,250,216,50,250,"illumina"
"mgm4698579",30353298,150809,"0.4824142730794914",28800288,28800288,19097194464521348,250,229,50,250,"illumina"
"mgm4698580",33127401,154162,"0.4617897944942117",31538917,31538917,20458295170015960,250,2500,50,250,"illumina"
"mgm4698581",88418454,417521,"0.47352427554205345",83932132,83932132,20102493527271680,250,249,50,250,"illumina"
"mgm4698582",284117606,1287942,"0.48779535812083785",244014452,244014452,18946074590315400,250,2010,50,250,"illumina"
"mgm4698585",2441251952,15893950,"0.5559601469008794",1927860209,1927860209,1212952229621963,151,1130,50,293,"illumina"
"mgm4698586",2983591275,16602905,"0.6455138338422342",2446804758,2446804758,14737208687274908,151,150,50,293,"illumina"
"mgm4698587",5884212962,32762082,"0.6130334049877064",4814173722,4814173722,1469434611023805,151,1500,50,293,"illumina"
"mgm4698588",3976975784,24375326,"0.6088109159632266",3183698303,3183698303,13061151686750772,151,1320,50,293,"illumina"
"mgm4698589",3109885963,19639262,"0.6357544007847464",2472899807,2472899807,12591612694000416,151,1230,50,293,"illumina"
"mgm4698590",2452211710,14411007,"0.6508114207616019",1987758049,1987758049,13793332062082824,151,142,50,293,"illumina"
"mgm4698591",2325340473,14871783,"0.6503357026339567",1845681080,1845681080,12410624065722314,151,118,50,293,"illumina"
"mgm4698592",1925448812,12632861,"0.6199171218215243",1519671430,1519671430,12029511208901928,151,113,50,293,"illumina"
"mgm4698593",3288637849,21369797,"0.5747856122353405",2594542188,2594542188,12141164410686728,151,114,50,293,"illumina"
"mgm4698594",4260739810,27064656,"0.6117452185987076",3378714944,3378714944,12483864358002556,151,1190,50,293,"illumina"
"mgm4698595",2006443591,12411913,"0.6390992604660121",1607958822,1607958822,1295496368690306,151,128,50,293,"illumina"
"mgm4698609",124688564,378032,"0.6364133997327915",105252666,105252666,2784226361789478,300,2870,50,300,"illumina"
"mgm4698610",134388386,420877,"0.6495438304846783",112749643,112749643,2678921466366658,300,284,50,300,"illumina"
"mgm4698611",179404851,534124,"0.6459212157534112",151945681,151945681,2844764155888895,300,2980,50,300,"illumina"
"mgm4698612",178262789,515490,"0.6384941074508677",151761399,151761399,2944022173078042,300,2990,50,300,"illumina"
"mgm4698701",3272778718,16661989,"0.4777306825432037",2566543232,2566543232,15403582561481704,151,151,69,294,"illumina"
"mgm4698702",3078730362,15627698,"0.5232623261029054",2417024280,2417024280,15466284797671418,151,1510,72,294,"illumina"
"mgm4698713",2611132641,12899659,"0.49622545820821357",2066879089,2066879089,16022742066282528,151,151,68,294,"illumina"
"mgm4698770",1067089226,5189354,"0.5181258920949356",848748653,848748653,16355574373997226,151,1510,69,294,"illumina"
"mgm4698771",1140473087,5517236,"0.5609337024574705",908439464,908439464,16465481338844304,151,1510,67,294,"illumina"
"mgm4699428",7495151707,54640880,"0.41298257601145305",4752394251,4752394251,8697506795278554,83,830,50,158,"illumina"
"mgm4699429",8515143885,62388329,"0.42634444891945567",5382186389,5382186389,8626912237062801,83,83,50,158,"illumina"
"mgm4699430",13149408014,95989884,"0.41274637520618396",8333280190,8333280190,8681415002022504,83,830,50,158,"illumina"
"mgm4699432",5660923615,41386414,"0.3999058588907793",3582651647,3582651647,8656588722569681,83,830,50,158,"illumina"
"mgm4699433",8549002350,62405675,"0.43511843351703716",5417282844,5417282844,8680753543648073,83,83,50,158,"illumina"
"mgm4699434",9326593040,68154923,"0.39130055008228526",5907729602,5907729602,8668089320561627,83,83,50,158,"illumina"
"mgm4699435",5396550430,38512086,"0.41897869022809175",3469419913,3469419913,9008652278663898,83,830,50,158,"illumina"
"mgm4699436",6156542891,45008180,"0.4219626962008228",3898610308,3898610308,8662003902401742,83,830,50,158,"illumina"
"mgm4699437",5754667628,42012035,"0.41009376459549485",3646649657,3646649657,8680011946576737,83,83,50,158,"illumina"
"mgm4699438",10336647278,75867574,"0.42982352247442557",6526879478,6526879478,8602989569694162,83,830,50,158,"illumina"
"mgm4699439",11194681093,82167678,"0.44255170763502916",7069883051,7069883051,8604214239813373,83,830,50,158,"illumina"
"mgm4699440",9637096018,70436318,"0.44033120167952455",6102449006,6102449006,8663781951237145,83,830,50,158,"illumina"
"mgm4699441",7627728260,55809180,"0.4337577411693294",4825406978,4825406978,8646260306996089,83,830,50,158,"illumina"
"mgm4699442",9271053096,67537711,"0.4120680078879",5883658269,5883658269,8711663723693567,83,83,50,158,"illumina"
"mgm4699443",13091390793,96313093,"0.4370997883566481",8256483769,8256483769,8572545550997931,83,83,50,158,"illumina"
"mgm4699444",7887703264,57769251,"0.40674771757468925",4986495482,4986495482,8631746812850317,83,83,50,158,"illumina"
"mgm4699445",4034897110,29548590,"0.42498192879171226",2550759156,2550759156,8632422582600388,83,830,50,158,"illumina"
"mgm4699446",10868774799,79105241,"0.4183008069057399",6903607106,6903607106,8727117215912408,83,83,50,158,"illumina"
"mgm4699447",6106614626,44520596,"0.4253553351329716",3873068752,3873068752,8699498883617821,83,830,50,158,"illumina"
"mgm4699448",8514549396,62152606,"0.42431393538966616",5396383510,5396383510,8682473442867384,83,830,50,158,"illumina"
"mgm4699449",5797463501,42359719,"0.438006453949399",3671743383,3671743383,8668006940744814,83,83,50,158,"illumina"
"mgm4699450",7085932436,51788179,"0.423722425236756",4485196397,4485196397,8660656705075496,83,83,50,158,"illumina"
"mgm4699451",12051516738,88126405,"0.42975588706925727",7628354116,7628354116,8656150351305037,83,83,50,158,"illumina"
"mgm4699452",9254908838,67607760,"0.39796777251944637",5860336854,5860336854,8668142316799137,83,830,50,158,"illumina"
"mgm4699453",7828550825,57250188,"0.41733389969000706",4954698685,4954698685,8654467099741227,83,830,50,158,"illumina"
"mgm4699454",6779142228,49505547,"0.4288679005956075",4295410828,4295410828,8676625324430816,83,83,50,158,"illumina"
"mgm4699455",8291758445,60740040,"0.3999989946422294",5239925680,5239925680,8626806436084007,83,830,50,158,"illumina"
"mgm4699456",10916247679,79569935,"0.4126261246833229",6924598655,6924598655,8702531496349721,83,83,50,158,"illumina"
"mgm4699465",5298718398,38880781,"0.448162686723487",3346318251,3346318251,860661274010931,83,83,50,158,"illumina"
"mgm4699466",8469878384,61871791,"0.42216762199662156",5364196395,5364196395,8669857956754477,83,83,50,158,"illumina"
"mgm4699467",7468948741,54611169,"0.41011353743008017",4727315297,4727315297,8656315884759763,83,83,50,158,"illumina"
"mgm4699602",2098080560,10659547,"0.48806556809787033",1646401032,1646401032,15445318942728052,151,151,64,294,"illumina"
"mgm4700801",1011068165,3832901,"0.41407986018292603",889523407,889523407,23207575854424624,251,251,50,494,"illumina"
"mgm4700815",12220320928,79218497,"0.5733416785916443",9616616248,9616616248,12139357109994148,126,126,50,244,"illumina"
"mgm4700817",7503358894,47771613,"0.5464000289530415",5937448752,5937448752,12428822011934160,126,126,50,244,"illumina"
"mgm4700818",10999482514,70627343,"0.5241291427498344",8678625083,8678625083,12287911047425358,126,126,50,244,"illumina"
"mgm4700819",10119202991,65513214,"0.5502786821725646",7966788760,7966788760,12160582993226376,126,1260,50,244,"illumina"
"mgm4700820",9357018095,60930723,"0.5245085950570412",7354117977,7354117977,12069638459730734,126,126,50,244,"illumina"
"mgm4700821",12996135549,83078617,"0.5505907170609744",10264537205,10264537205,12355209530028648,126,126,50,244,"illumina"
"mgm4700822",7130167536,46193846,"0.526908476595735",5612719786,5612719786,1215036259591808,126,1260,50,244,"illumina"
"mgm4700823",10381649110,66965745,"0.568106122165106",8181825683,8181825683,12217926766886562,126,126,50,244,"illumina"
"mgm4700824",9923276964,64521372,"0.5660237378666785",7803248561,7803248561,12094052434284876,126,1260,50,244,"illumina"
"mgm4702046",2211792635,12960249,"0.669999152858864",1795214440,1795214440,13851697139460824,151,147,50,293,"illumina"
"mgm4702047",4110360990,26628958,"0.6126695419799502",3242713546,3242713546,12177395548109692,151,1140,50,293,"illumina"
"mgm4702048",2192790749,13422686,"0.6442030196505147",1760950406,1760950406,13119210313047628,151,1320,50,293,"illumina"
"mgm4702049",4380966470,27334358,"0.62841137378218",3490042395,3490042395,12767969143449428,151,1220,50,293,"illumina"
"mgm4702050",2925217540,16327999,"0.6055281710077229",2397502715,2397502715,14683383524215064,151,150,50,293,"illumina"
"mgm4702051",4200882862,27990191,"0.5728783608954996",3288301288,3288301288,11748048764654732,151,108,50,293,"illumina"
"mgm4703102",2191638000,10571420,"0.5661636375186896",1747074108,1747074108,1652639009707305,151,1510,70,294,"illumina"
"mgm4703107",2195509075,10857359,"0.5372083754303643",1737556229,1737556229,16003488776598434,151,151,70,294,"illumina"
"mgm4703108",2448961286,11897860,"0.5099606382992636",1948240004,1948240004,16374709435142116,151,1510,61,294,"illumina"
"mgm4703109",4235257111,20590204,"0.5512492941749091",3369809717,3369809717,16366082225314524,151,1510,75,294,"illumina"
"mgm4703110",2494850427,12362236,"0.5122549266145333",1973211408,1973211408,15961606039554656,151,1510,75,294,"illumina"
"mgm4703111",2683103789,12880379,"0.5280000538414578",2141992524,2141992524,16629887396946938,151,151,79,294,"illumina"
"mgm4703113",1744714147,8997468,"0.4519099159115048",1362721853,1362721853,151456148885442,151,1510,60,294,"illumina"
"mgm4703135",1398095852,7081320,"0.4901965163741703",1098182637,1098182637,15508162842520886,151,1510,81,294,"illumina"
"mgm4703498",1328332778,6811010,"0.4630817722722867",1039260126,1039260126,15258531788971092,151,1510,73,294,"illumina"
"mgm4703499",230985533,974330,"0.4671118286616274",212060331,212060331,21764733817084560,300,2200,50,592,"illumina"
"mgm4703636",2776970575,14121753,"0.4947271529445055",2178525544,2178525544,15426735930022286,151,151,73,294,"illumina"
"mgm4703637",1221299492,6124924,"0.5172105500962709",962222120,962222120,15709943829507108,151,1510,69,294,"illumina"
"mgm4703638",3774712340,18957428,"0.5001937175964398",2972602957,2972602957,15680412749029034,151,1510,73,294,"illumina"
"mgm4703639",1330417096,6633120,"0.5169365188656354",1050176051,1050176051,15832308943604216,151,1510,66,294,"illumina"
"mgm4703709",7892704148,38773117,"0.5139462521106273",6260097502,6260097502,16145458468041144,151,151,55,294,"illumina"
"mgm4704047",2071714291,11071609,"0.5637933605881866",1717440177,1717440177,15512110091676828,189,169,50,251,"illumina"
"mgm4704048",2211612832,10138067,"0.5648238016723811",1888150214,1888150214,18624361172598288,251,203,50,251,"illumina"
"mgm4704049",3153838935,14486982,"0.5644693586802442",2686861015,2686861015,18546727089189452,251,2020,50,251,"illumina"
"mgm4704050",1299094902,6925840,"0.5841142939841167",1078577923,1078577923,15573243433287516,189,1690,50,251,"illumina"
"mgm4704051",1300542889,6984532,"0.5881286814293921",1078147800,1078147800,15436221066780138,190,1670,50,251,"illumina"
"mgm4704052",1280350939,6876685,"0.5790200364453381",1061406534,1061406534,15434857551276522,189,167,50,251,"illumina"
"mgm4704053",1323783494,7088879,"0.5821723232964771",1098048934,1098048934,15489740112646864,189,168,50,251,"illumina"
"mgm4704054",4494040756,20531309,"0.5950255388584769",3827612933,3827612933,18642810027358704,251,203,50,251,"illumina"
"mgm4704055",2875231403,15414604,"0.5955907596374957",2377650919,2377650919,15424664292381432,189,1670,50,251,"illumina"
"mgm4704056",1980183242,9082909,"0.5803149790840059",1690639941,1690639941,18613419346158812,251,202,50,251,"illumina"
"mgm4704057",3798684910,17333928,"0.5883783551885613",3237767804,3237767804,18678788812322284,251,2040,50,251,"illumina"
"mgm4704058",2022619121,9215162,"0.587932499189697",1728844135,1728844135,18760865354293284,251,2040,50,251,"illumina"
"mgm4704059",1971887516,9003227,"0.5830212984521014",1684894697,1684894697,18714342057575576,251,204,50,251,"illumina"
"mgm4704060",2004430966,9238536,"0.5818078454298562",1709907965,1709907965,18508429961197320,251,2010,50,251,"illumina"
"mgm4704061",1426777701,7654011,"0.563532226151455",1182958367,1182958367,15455404584602766,189,168,50,251,"illumina"
"mgm4704062",2474987085,13155534,"0.5884947885836919",2051956487,2051956487,15597667772361046,189,1700,50,251,"illumina"
"mgm4704667",20578112,89783,"0.49651830138817",17895719,17895719,1993219094928884,301,199,50,301,"illumina"
"mgm4704668",15387692,59586,"0.5043546446334618",13611214,13611214,22842973181619844,301,2470,50,301,"illumina"
"mgm4704669",84396845,309222,"0.5235392352309045",74922039,74922039,24229207171546656,301,2700,50,301,"illumina"
"mgm4704670",71058159,274873,"0.5183421672266411",62648104,62648104,22791654327634944,301,245,50,301,"illumina"
"mgm4704671",7990191,30510,"0.5087281566756868",7085975,7085975,2322509013438217,301,2540,50,301,"illumina"
"mgm4705013",21236988,111874,"0.452316123231896",16370502,16370502,14632981747322880,150,1490,71,150,"illumina"
"mgm4705014",128260159,669574,"0.4478118817201556",99114706,99114706,14802651536648676,150,1500,73,150,"illumina"
"mgm4705015",96136637,501826,"0.4473045028967524",74293198,74293198,14804573298314554,150,1500,73,150,"illumina"
"mgm4705016",47303451,248512,"0.4504895096309071",36487944,36487944,1468256824620139,150,1500,70,150,"illumina"
"mgm4705017",180126787,939979,"0.4496869990895394",139215250,139215250,14810463850788156,150,150,72,150,"illumina"
"mgm4705018",434464362,2292902,"0.4505751708717185",334662462,334662462,14595585070796748,150,1500,61,150,"illumina"
"mgm4705019",483370198,2534789,"0.45387517144845896",373043598,373043598,14716948748002298,150,150,63,150,"illumina"
"mgm4705020",143769186,753842,"0.45536436608353625",110960259,110960259,14719299136954428,150,1500,70,150,"illumina"
"mgm4705021",86425585,451514,"0.44687858659888474",66773741,66773741,14788852837342808,150,1500,71,150,"illumina"
"mgm4705022",4698488,24568,"0.4499800381383146",3629421,3629421,14772960761966786,150,1500,79,150,"illumina"
"mgm4705023",74768539,390575,"0.4489941034203915",57768066,57768066,14790518082314536,150,150,67,150,"illumina"
"mgm4705024",197841809,1041896,"0.4464935874120492",152499039,152499039,1463668533135745,150,1500,69,150,"illumina"
"mgm4705025",190179305,993137,"0.46361296656035006",146955426,146955426,14797095063420252,150,150,66,150,"illumina"
