"samples","life_style","biosphere","ecosystem","habitat","country","project_name","latitude","longitude","PI_lastname","seq_meth","project_id"
"mgm4718783","host-associated","terrestrial","animal_host-associated","animal_feces","USA","AMRcalves",42.668012,-76.527919,"foditsch","illumina","mgp20043"
"mgm4718784","host-associated","terrestrial","animal_host-associated","animal_feces","USA","AMRcalves",42.668012,-76.527919,"foditsch","illumina","mgp20043"
"mgm4718785","host-associated","terrestrial","animal_host-associated","animal_feces","USA","AMRcalves",42.668012,-76.527919,"foditsch","illumina","mgp20043"
"mgm4718786","host-associated","terrestrial","animal_host-associated","animal_feces","USA","AMRcalves",42.668012,-76.527919,"foditsch","illumina","mgp20043"
"mgm4718787","host-associated","terrestrial","animal_host-associated","animal_feces","USA","AMRcalves",42.668012,-76.527919,"foditsch","illumina","mgp20043"
"mgm4725826","free-living","terrestrial","soil","agricultural_soil","United States of America","Survival of E. coli in agricultural soil",42.446574,-76.471232,"truhlar","illumina","mgp20853"
"mgm4725827","free-living","terrestrial","soil","agricultural_soil","United States of America","Survival of E. coli in agricultural soil",42.446574,-76.471232,"truhlar","illumina","mgp20853"
"mgm4726935","free-living","terrestrial","soil","grassland","USA","Loma Experiment",33.7399,-117.7285,"nelson","illumina","mgp20922"
"mgm4726936","free-living","terrestrial","soil","grassland","USA","Loma Experiment",33.7399,-117.7285,"nelson","illumina","mgp20922"
"mgm4726937","free-living","terrestrial","soil","grassland","USA","Loma Experiment",33.7399,-117.7285,"nelson","illumina","mgp20922"
"mgm4726938","free-living","terrestrial","soil","grassland","USA","Loma Experiment",33.7399,-117.7285,"nelson","illumina","mgp20922"
"mgm4726939","free-living","terrestrial","soil","grassland","USA","Loma Experiment",33.7399,-117.7285,"nelson","illumina","mgp20922"
"mgm4726940","free-living","terrestrial","soil","grassland","USA","Loma Experiment",33.7399,-117.7285,"nelson","illumina","mgp20922"
"mgm4726942","free-living","terrestrial","soil","grassland","USA","Loma Experiment",33.7399,-117.7285,"nelson","illumina","mgp20922"
"mgm4728726","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_AF",46.1937162,6.1514994,"lazarevic","illumina","mgp21090"
"mgm4728727","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_AF",46.0871799,7.1704747,"lazarevic","illumina","mgp21090"
"mgm4728728","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_AF",46.0871799,7.1704747,"lazarevic","illumina","mgp21090"
"mgm4728730","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_AF",46.1937162,6.1514994,"lazarevic","illumina","mgp21090"
"mgm4728731","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_AF",46.0871799,7.1704747,"lazarevic","illumina","mgp21090"
"mgm4728732","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_AF",46.1937162,6.1514994,"lazarevic","illumina","mgp21090"
"mgm4728733","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_AF",46.0871799,7.1704747,"lazarevic","illumina","mgp21090"
"mgm4728734","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_AF",46.1937162,6.1514994,"lazarevic","illumina","mgp21090"
"mgm4728735","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_AF",46.0871799,7.1704747,"lazarevic","illumina","mgp21090"
"mgm4728736","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_AF",46.0871799,7.1704747,"lazarevic","illumina","mgp21090"
"mgm4728737","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_AF",46.1937162,6.1514994,"lazarevic","illumina","mgp21090"
"mgm4728738","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_AF",46.0871799,7.1704747,"lazarevic","illumina","mgp21090"
"mgm4728739","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_AF",46.1937162,6.1514994,"lazarevic","illumina","mgp21090"
"mgm4728740","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_AF",46.1937162,6.1514994,"lazarevic","illumina","mgp21090"
"mgm4728741","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_AF",46.1937162,6.1514994,"lazarevic","illumina","mgp21090"
"mgm4728742","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_AF",46.0871799,7.1704747,"lazarevic","illumina","mgp21090"
"mgm4728743","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_AF",46.1937162,6.1514994,"lazarevic","illumina","mgp21090"
"mgm4728745","host-associated","terrestrial","animal_host-associated","animal_feces","Switzerland","Mice_Farm_AF",46.0871799,7.1704747,"lazarevic","illumina","mgp21090"
"mgm4731334","host-associated","terrestrial","plant_associated","plant-associated","France","NewNordic",43.86,6.12,"lefort","illumina","mgp21345"
"mgm4731335","host-associated","terrestrial","plant_associated","plant-associated","France","NewNordic",48.48,7.01,"lefort","illumina","mgp21345"
"mgm4734390","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool8",53.49191,1.314801,"cheng","illumina","mgp21724"
"mgm4734391","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool8",53.49191,1.314801,"cheng","illumina","mgp21724"
"mgm4734705","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool9",53.49191,1.314801,"cheng","illumina","mgp21828"
"mgm4734744","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool8",53.49191,1.314801,"cheng","illumina","mgp21724"
"mgm4734747","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool9",53.49191,1.314801,"cheng","illumina","mgp21828"
"mgm4734751","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool9",53.49191,1.314801,"cheng","illumina","mgp21828"
"mgm4734752","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool9",53.49191,1.314801,"cheng","illumina","mgp21828"
"mgm4734753","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool9",53.49191,1.314801,"cheng","illumina","mgp21828"
"mgm4735636","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool9",53.49191,1.314801,"cheng","illumina","mgp21828"
"mgm4735638","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool9",53.49191,1.314801,"cheng","illumina","mgp21828"
"mgm4735641","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool9",53.49191,1.314801,"cheng","illumina","mgp21828"
"mgm4735733","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","RAP_pool9",53.49191,1.314801,"cheng","illumina","mgp21828"
"mgm4743979","free-living","terrestrial","soil","compost","USA","reference_metagenome",38.5382364,-121.7639012,"lu","illumina","mgp80207"
"mgm4743980","free-living","terrestrial","soil","compost","USA","reference_metagenome",38.546,-121.7533,"lu","illumina","mgp80207"
"mgm4749373","free-living","terrestrial","soil","compost","USA","reference_metagenome",38.5402727,-121.7500776,"lu","illumina","mgp80207"
"mgm4749377","free-living","terrestrial","soil","compost","USA","reference_metagenome",38.546,-121.7533,"lu","illumina","mgp80207"
"mgm4754105","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool11",53.49191,1.314801,"cheng","illumina","mgp81185"
"mgm4754218","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool10",53.49191,1.314801,"cheng","illumina","mgp81184"
"mgm4754828","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool10",53.49191,1.314801,"cheng","illumina","mgp81184"
"mgm4754829","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool10",53.49191,1.314801,"cheng","illumina","mgp81184"
"mgm4754830","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool10",53.49191,1.314801,"cheng","illumina","mgp81184"
"mgm4754840","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool10",53.49191,1.314801,"cheng","illumina","mgp81184"
"mgm4755172","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool10",53.49191,1.314801,"cheng","illumina","mgp81184"
"mgm4520107","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520108","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520109","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520110","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520111","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520112","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520113","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520114","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520115","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520116","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520117","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520118","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520119","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520120","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520121","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520122","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520123","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520124","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520125","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520126","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520127","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520128","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520129","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4520130","host-associated","terrestrial","human_host-associated","human_feces","USA","Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study",37.4225,-122.1653,"dethlefsen","454","mgp4149"
"mgm4532935","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4532936","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4532937","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4532938","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4532939","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4532940","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4532941","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4532942","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4532943","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4532944","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4532969","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4532970","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4532971","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4532972","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4532973","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4532974","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4532975","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4532976","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4532977","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4532978","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4532979","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4532980","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4532981","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4532982","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4532999","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4533000","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4533001","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4533002","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4533003","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4533004","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4533005","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4533006","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4533007","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4533008","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4533009","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4533010","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4533025","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4533026","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4533027","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4533028","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4533029","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4533030","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4533031","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4533032","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4533033","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4533034","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535764","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535765","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535766","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535767","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535768","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535769","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535770","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535771","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535772","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535773","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535798","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535799","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535800","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535801","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535802","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535803","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535804","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535805","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535806","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535807","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535808","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535809","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535810","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535811","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535828","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535829","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535830","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535831","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535832","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535833","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535834","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535835","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535836","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535837","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535838","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535839","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535854","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535855","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535856","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535857","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535858","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535859","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535860","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535861","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535862","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4535863","host-associated","terrestrial","human_host-associated","human-skin","USA","Home_Microbiome_Project",41.9,-87.6,"gilbert","illumina","mgp5621"
"mgm4543593","host-associated","terrestrial","human_host-associated","human-gut","Malaysia","Shotgun metagenomics of the human stomach",3.124747,101.653404,"loke","illumina","mgp5712"
"mgm4543594","host-associated","terrestrial","human_host-associated","human-gut","Malaysia","Shotgun metagenomics of the human stomach",3.124747,101.653404,"loke","illumina","mgp5712"
"mgm4543595","host-associated","terrestrial","human_host-associated","human-gut","Malaysia","Shotgun metagenomics of the human stomach",3.124747,101.653404,"loke","illumina","mgp5712"
"mgm4543596","host-associated","terrestrial","human_host-associated","human-gut","Malaysia","Shotgun metagenomics of the human stomach",3.124747,101.653404,"loke","illumina","mgp5712"
"mgm4550331","host-associated","terrestrial","human_host-associated","human_feces","Egypt","Metagenomic analysis of GI microbiota from health US and Egyptian children",26.820553,30.802498,"paliy","illumina","mgp7563"
"mgm4550332","host-associated","terrestrial","human_host-associated","human_feces","Egypt","Metagenomic analysis of GI microbiota from health US and Egyptian children",26.820553,30.802498,"paliy","illumina","mgp7563"
"mgm4552772","host-associated","terrestrial","human_host-associated","human_feces","Egypt","Metagenomic analysis of GI microbiota from health US and Egyptian children",26.820553,30.802498,"paliy","illumina","mgp7563"
"mgm4552773","host-associated","terrestrial","human_host-associated","human_feces","Egypt","Metagenomic analysis of GI microbiota from health US and Egyptian children",26.820553,30.802498,"paliy","illumina","mgp7563"
"mgm4552774","host-associated","terrestrial","human_host-associated","human_feces","Egypt","Metagenomic analysis of GI microbiota from health US and Egyptian children",26.820553,30.802498,"paliy","illumina","mgp7563"
"mgm4552775","host-associated","terrestrial","human_host-associated","human_feces","Egypt","Metagenomic analysis of GI microbiota from health US and Egyptian children",26.820553,30.802498,"paliy","illumina","mgp7563"
