"samples","file_size","total_number_of_reads","GC_content","total_number_of_bases","complete_sequence_length","average_read_size","read_size_mode","read_size_median","lowest_read_size","highest_read_size","life_style","biosphere","ecosystem","habitat","country","project_name","latitude","longitude","PI_lastname","seq_meth","project_id"
"mgm4763422",1183788453,6854258,0.491320737927456,965561580,965561580,14087032907135972,151,1480,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763423",1065063216,6261186,0.468831586865757,865814146,865814146,1382827703888688,151,1450,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763424",1119975906,6491923,0.496105747594134,913343597,913343597,14068922213033024,151,148,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763461",1158721875,6768165,0.507933653015441,943250163,943250163,13936571626135,151,146,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763462",1367743072,7779114,0.478246450827059,1119919504,1119919504,14396491734148644,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763463",1030008752,5904482,0.473453745379257,842174379,842174379,14263306738846862,151,1490,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763464",1090965940,6171533,0.464354026909407,894586800,894586800,1449537416392329,151,150,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763465",1063038913,5950515,0.481220740678872,873732037,873732037,1468330114284226,151,150,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763466",1613219240,9154168,0.46717089663923,1321394938,1321394938,14434899359504874,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763467",1410315326,7950176,0.46349907033477,1157018640,1157018640,14553371397060894,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763468",1042329499,5975842,0.461793988411122,852211737,852211737,14260948281430468,151,1490,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763469",1206549116,6842879,0.467770702380234,988685710,988685710,14448388024981884,151,150,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763470",1079064700,6081509,0.477038790677005,885566292,885566292,14561621005576084,151,150,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763471",1145999684,6550620,0.467980348884734,937488369,937488369,14311444855601454,151,1490,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763479",1370670298,7759046,0.473626351402635,1123489281,1123489281,14479734763784106,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763480",1703189079,9306003,0.483872622494222,1406506203,1406506203,1511396679111322,151,150,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763481",1657944461,9178426,0.476978887847898,1365343659,1365343659,14875575169424474,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763482",1368435515,7782203,0.478390371319846,1120514279,1120514279,14398420074624112,151,150,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763483",1601990855,8878274,0.467066844219849,1318994854,1318994854,1485643328872256,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763484",1403373662,7753337,0.471559515548811,1156375819,1156375819,1491455639036456,151,150,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763485",1231078357,7118096,0.502890538511831,1004408517,1004408517,14110634599477164,151,1490,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763522",1106803179,6003166,0.503019679088092,915811389,915811389,152554733452315,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763523",1561995508,8879408,0.488506029116717,1278963132,1278963132,14403698219520942,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763524",1381709208,7580144,0.458828753614509,1140253918,1140253918,15042641907594368,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763525",1708860789,9554171,0.468102601167848,1404236102,1404236102,14697623708011926,151,150,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763526",1553962364,8722851,0.475562187177332,1275939943,1275939943,14627556323041628,151,150,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763528",1518552375,8488676,0.475549398063119,1248022465,1248022465,1470220403040474,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763529",1536214338,8610644,0.48517292768906,1261782981,1261782981,14653758545818408,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763530",1497116121,8322828,0.483455283151837,1231894549,1231894549,14801393817101592,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763580",1448066348,8238586,0.506001240591386,1185541038,1185541038,14390103325983368,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763593",1753373350,9484873,0.441294023818757,1450966955,1450966955,15297695129918978,151,151,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763594",1653762404,9070814,0.483693859068191,1364604666,1364604666,15043905276858284,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763600",1474084921,8114867,0.455557163547556,1215518761,1215518761,14978911681485352,151,150,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763601",1467032997,8053002,0.443390782756936,1210446087,1210446087,1503099200770098,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763621",837011356,4979729,0.467541096384436,678769322,678769322,13630647812360874,151,134,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763622",1443810710,7938560,0.478129857645175,1190885664,1190885664,15001280635278944,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763623",1679842502,9147874,0.48457243616561,1388219892,1388219892,15175328081694172,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763624",1504583744,8426809,0.469571092085208,1236034057,1236034057,1466787792389741,151,150,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763693",1419341159,7754966,0.446738389879325,1172291325,1172291325,15116653316081592,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763694",1486133151,8094424,0.465076027408653,1228220870,1228220870,1517366609409144,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763705",1429360873,8069057,0.499127047173237,1172259793,1172259793,14527841270671404,151,150,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763706",1553384010,8549692,0.469109060520743,1280902448,1280902448,14981854878514924,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763747",1602358458,8866995,0.481917372807308,1319723525,1319723525,14883548767085128,151,150,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763748",1267474333,6963201,0.463292277041887,1045761039,1045761039,1501839511741798,151,150,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763749",1517108978,8339232,0.506369667167235,1251362558,1251362558,1500572904075579,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763826",1571657807,8830276,0.50173130155984,1290197821,1290197821,1461107015228063,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763827",1629462996,9044021,0.527864848914218,1341163920,1341163920,1482928799037508,151,150,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763828",1795071271,9696991,0.477048406257468,1485875355,1485875355,15323055935598992,151,151,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763829",1552056558,8836657,0.484411849820617,1270392463,1270392463,1437639214693973,151,150,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763830",1274162757,7058135,0.494291102128684,1049411749,1049411749,14868116705050272,151,150,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763831",1198967659,6737672,0.491657955262666,984471045,984471045,14611442127191704,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763832",1635492341,9006607,0.470519924800888,1348389861,1348389861,14971119101788276,151,150,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763833",1418385311,7763561,0.458206160306485,1171060696,1171060696,1508406639685062,151,150,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763834",1523348784,8436940,0.484989214581548,1254476130,1254476130,14868852095665016,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763835",1412398914,7808337,0.460311154366412,1163640042,1163640042,14902533561243578,151,150,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763836",1535304644,8470918,0.481138032317201,1265343012,1265343012,1493749569999379,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763837",1431632575,8012284,0.471470464420407,1176348136,1176348136,1468180778414744,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763838",1580942712,8604668,0.463787317933469,1306702481,1306702481,15185972090962720,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763863",1690238699,9373810,0.4834218096577,1391385973,1391385973,14843334492591592,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763864",1617446268,8849851,0.485745813375211,1335359814,1335359814,1508906549952084,151,150,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763866",1513365584,8337978,0.525734893149328,1247659814,1247659814,1496357766835077,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763867",1539551065,8639192,0.488399423340692,1264206421,1264206421,14633387254271004,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763868",1390755435,7907091,0.472645204011971,1138837903,1138837903,14402741830086438,151,150,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763869",1446136396,8020990,0.488327149065329,1190573672,1190573672,14843225985819706,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763870",1215624570,7044104,0.483899186247987,991321541,991321541,14073067930286096,151,1490,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763871",1375962251,7487314,0.441833536957223,1137477045,1137477045,15192057458789628,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763880",1211053100,6953305,0.474711071207108,989656213,989656213,1423288943890711,151,149,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763881",1374694754,7683266,0.477621800926943,1129939184,1129939184,1470649570117708,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763883",1285651691,7373747,0.495737446834217,1050801087,1050801087,14250571480144356,151,150,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763884",1080720014,6403855,0.476100669364648,876904392,876904392,1369338300133279,151,149,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763885",1691691778,9357250,0.484468837180542,1393369270,1393369270,1489079879238024,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4763908",1185405353,6550953,0.403190612200202,976882869,976882869,14912072625158508,151,150,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4764157",1499820049,8345735,0.48864265791569,1233865714,1233865714,147843864440939,151,150,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4764160",1431275270,8174288,0.483807022912703,1170806665,1170806665,1432304152973323,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4764165",1349683091,7798738,0.494894254971457,1101232527,1101232527,14120650379587056,151,1490,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4764173",1294681634,7090976,0.460418812532417,1068878998,1068878998,1507379235242088,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4764174",1301104378,7397300,0.478488918252172,1065499972,1065499972,14403903748665052,151,1500,50,294,"host-associated","terrestrial","human_host-associated","human_feces","New Zealand","HVN_EG",-40.355,175.6117,"young","illumina","mgp82218"
"mgm4766430",787978683,3708254,0.488318023984642,670421510,670421510,18079169064470772,125,1800,50,242,"free-living","marine","soil","saline_marsh","Australia","Metagenome sequins",-33.840172,151.058803,"mercer","illumina","mgp81258"
"mgm4766431",414190392,1948339,0.461261021078897,352945028,352945028,18115175439181784,125,180,50,242,"free-living","marine","soil","saline_marsh","Australia","Metagenome sequins",-33.840172,151.058803,"mercer","illumina","mgp81258"
"mgm4766432",649985035,3075876,0.448619773447701,552656409,552656409,17967447614923358,125,1780,50,242,"free-living","marine","soil","saline_marsh","Australia","Metagenome sequins",-33.840172,151.058803,"mercer","illumina","mgp81258"
"mgm4766433",313316276,1485130,0.555769711187234,266902987,266902987,1797169183842492,125,1780,50,242,"free-living","marine","soil","saline_marsh","Australia","Metagenome sequins",-33.840172,151.058803,"mercer","illumina","mgp81258"
"mgm4766434",710488517,3354064,0.465926421054084,604261062,604261062,18015788070829896,125,1790,50,242,"free-living","marine","soil","saline_marsh","Australia","Metagenome sequins",-33.840172,151.058803,"mercer","illumina","mgp81258"
"mgm4766435",798451659,3763633,0.552069570091701,679124015,679124015,18044374013087888,125,179,50,242,"free-living","marine","soil","saline_marsh","Australia","Metagenome sequins",-33.840172,151.058803,"mercer","illumina","mgp81258"
"mgm4766436",292602378,1376381,0.546185718429349,249666951,249666951,18139377904809788,125,181,51,242,"free-living","marine","soil","saline_marsh","Australia","Metagenome sequins",-33.840172,151.058803,"mercer","illumina","mgp81258"
"mgm4766437",666631916,3155680,0.458816894500115,566745434,566745434,17959534363433552,125,1780,50,242,"free-living","marine","soil","saline_marsh","Australia","Metagenome sequins",-33.840172,151.058803,"mercer","illumina","mgp81258"
"mgm4766438",450805834,2131110,0.535719535154469,383721189,383721189,18005696045722652,125,1790,50,242,"free-living","marine","soil","saline_marsh","Australia","Metagenome sequins",-33.840172,151.058803,"mercer","illumina","mgp81258"
"mgm4766439",448746718,2129730,0.541487134064273,381706205,381706205,17922751005996064,125,1770,51,242,"free-living","marine","soil","saline_marsh","Australia","Metagenome sequins",-33.840172,151.058803,"mercer","illumina","mgp81258"
"mgm4767414",3006914817,21485681,0.593201880414228,2135764312,2135764312,9940407809275396,100,100,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767417",4348175548,30959955,0.57228895384377,3092929820,3092929820,9990097918423976,100,100,57,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767418",4578157398,32605416,0.577283212770257,3256095981,3256095981,9986365397086178,100,1000,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767419",3817980443,27183296,0.589355605014111,2715798863,2715798863,9990690102480582,100,1000,55,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767420",3864529973,27608925,0.585883792911959,2744871052,2744871052,9941970040485096,100,100,54,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767421",3894506257,27738976,0.598501740831346,2769848159,2769848159,9985401620449148,100,1000,53,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767422",4021659286,28635428,0.56266121491783,2860622368,2860622368,998980133281053,100,1000,51,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767423",2864014224,20467380,0.600530758053876,2034071442,2034071442,9938113437088674,100,1000,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767424",3803264190,27156528,0.559290941129486,2702026700,2702026700,9949823850825112,100,1000,51,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767425",4724776499,33641127,0.602753068950335,3360819132,3360819132,9990209697790444,100,100,58,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767427",3578919060,25575123,0.597116127582768,2541729501,2541729501,9938288472747520,100,100,58,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767428",4479895385,31898771,0.577248246607496,3186501161,3186501161,9989416711383646,100,100,52,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767429",3530942501,25216966,0.589616251998402,2508308984,2508308984,994691028254549,100,1000,54,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767430",4323969692,30799994,0.604050087181572,3075164766,3075164766,9984303133305804,100,1000,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767431",4347913914,31082178,0.600348030865069,3087283077,3087283077,9932647181288262,100,1000,51,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767432",4027484291,28787131,0.598529114342422,2859985872,2859985872,9934945833956152,100,100,59,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767433",3500386673,25006286,0.566378447199904,2486264864,2486264864,9942559498839612,100,1000,54,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767434",4116680446,29326123,0.598354129026665,2927947742,2927947742,9984094187970228,100,100,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767435",3759484806,26771357,0.593095001850755,2674030695,2674030695,998840176461731,100,100,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767436",3628928411,25903717,0.587435292504308,2578474653,2578474653,9954072046880376,100,100,55,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767437",3958785196,28189801,0.57702111045887,2815878630,2815878630,9988997900339912,100,100,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767438",3879594945,27707584,0.54950812999206,2755907919,2755907919,9946402829636824,100,1000,56,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767439",4597998580,32739335,0.614244244511296,3270573442,3270573442,998973693876189,100,100,54,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767440",3509178424,25003763,0.598929950549456,2495404113,2495404113,9980114245203812,100,100,52,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767441",4045569907,28918182,0.596721790024714,2872712203,2872712203,9933930850148188,100,1000,54,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767442",3921156867,27917531,0.570915904213136,2789184735,2789184735,9990800171404842,100,100,56,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767443",3883248684,27755573,0.59553190372217,2758057086,2758057086,9936948828258744,100,100,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767444",3320595249,23713626,0.555673845043488,2358994253,2358994253,9947842868905836,100,1000,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767445",2861935494,20384480,0.599935463348364,2035389142,2035389142,9984994181848152,100,1000,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767446",4296402263,30690829,0.610780316468329,3051757571,3051757571,9943548839948248,100,100,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767447",3547973318,25353022,0.584381816615085,2519812313,2519812313,9938903192684484,100,1000,52,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767448",4552278224,32412357,0.574090848871496,3238082930,3238082930,9990272938188360,100,100,60,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767449",4318391225,30824250,0.571374493463346,3068397888,3068397888,9954493257743498,100,1000,59,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767450",4126728702,29386526,0.589752287188863,2935235633,2935235633,9988372334314032,100,1000,56,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767452",4186849103,29810690,0.553405404921085,2978150568,2978150568,9990210115901376,100,1000,51,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
