"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","project_id"
"mgm4761427","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SD55E_S19_L003_R1_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761428","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SD3_S15_L002_R1_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761429","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SD4_S17_L002_R2_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761430","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SD10_S10_L002_R2_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761431","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SD10_S10_L002_R1_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761432","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SSD8_S7_L003_R2_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761433","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SSD5_S1_L003_R2_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761434","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SD9_S8_L003_R1_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761435","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SSD9_S9_L003_R1_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761436","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SD4_S17_L001_R1_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761437","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SSD9_S9_L001_R1_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761438","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SSD5_S1_L002_R2_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761439","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SSD3_S16_L004_R1_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761440","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SSD10_S12_L003_R2_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761441","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SSD5_S1_L004_R1_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761442","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SSD5_S1_L002_R1_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761697","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SD11E_S11_L001_R1_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761698","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SB1_S20_L003_R2_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761699","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SB1_S20_L004_R2_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761700","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SSD2_S14_L003_R1_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761701","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SD11E_S11_L003_R2_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761702","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SB1_S20_L001_R1_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761703","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SD11E_S11_L004_R1_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761704","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SB2_S21_L001_R1_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761705","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SB1_S20_L001_R2_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761706","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SB1_S20_L004_R1_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761707","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SB2_S21_L002_R1_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761708","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SB2_S21_L004_R2_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761709","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SSD2_S14_L001_R2_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761710","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SD9_S8_L003_R2_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761711","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SD11E_S11_L002_R1_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761712","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SD11E_S11_L002_R2_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761713","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SB1_S20_L003_R1_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761714","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SSD2_S14_L001_R1_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761715","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SB1_S20_L002_R1_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761716","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SSD2_S14_L002_R1_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761717","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SD11E_S11_L001_R2_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761718","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SB2_S21_L002_R2_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761719","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SB2_S21_L003_R1_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761720","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SB2_S21_L004_R1_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761721","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SD11E_S11_L004_R2_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761722","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SSD2_S14_L003_R2_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761723","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SD11E_S11_L003_R1_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761724","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SB2_S21_L003_R2_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761725","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SB2_S21_L001_R2_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761726","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SSD2_S14_L002_R2_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
"mgm4761727","aquatic biome","lake","sediment","microbial mat|biofilm",NA,"SB1_S20_L002_R2_001","Smooth mat metagenome","metagenome","WGS",NA,"Australia",-26.421285,114.2789009,"mgp82056"
