"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","PI_lastname","seq_method","biosphere","ecosystem"
"mgm4734390","biofilm","biofilm material","human-oral",NA,"447H","RAP_pool8","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp21724","host-associated","saliva","cheng","illumina","terrestrial","human_host-associated"
"mgm4734391","biofilm","biofilm material","human-oral",NA,"461H","RAP_pool8","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp21724","host-associated","saliva","cheng","illumina","terrestrial","human_host-associated"
"mgm4734702","microbial feature","organic material","human-oral",NA,"370H","RAP_pool9","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp21828","host-associated","saliva","cheng","illumina","terrestrial","human_host-associated"
"mgm4734703","microbial feature","organic material","human-oral",NA,"370D","RAP_pool9","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp21828","host-associated","saliva","cheng","illumina","terrestrial","human_host-associated"
"mgm4734704","microbial feature","organic material","human-oral",NA,"415H","RAP_pool9","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp21828","host-associated","saliva","cheng","illumina","terrestrial","human_host-associated"
"mgm4734705","microbial feature","organic material","human-oral",NA,"468H","RAP_pool9","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp21828","host-associated","saliva","cheng","illumina","terrestrial","human_host-associated"
"mgm4734744","biofilm","biofilm material","human-oral",NA,"446H","RAP_pool8","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp21724","host-associated","human_associated_biofilm","cheng","illumina","terrestrial","human_host-associated"
"mgm4734745","microbial feature","organic material","human-oral",NA,"495D","RAP_pool9","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp21828","host-associated","saliva","cheng","illumina","terrestrial","human_host-associated"
"mgm4734746","microbial feature","organic material","human-oral",NA,"490H","RAP_pool9","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp21828","host-associated","saliva","cheng","illumina","terrestrial","human_host-associated"
"mgm4734747","microbial feature","organic material","human-oral",NA,"488H","RAP_pool9","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp21828","host-associated","saliva","cheng","illumina","terrestrial","human_host-associated"
"mgm4734748","microbial feature","organic material","human-oral",NA,"483H","RAP_pool9","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp21828","host-associated","saliva","cheng","illumina","terrestrial","human_host-associated"
"mgm4734749","microbial feature","organic material","human-oral",NA,"483H","RAP_pool9","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp21828","host-associated","saliva","cheng","illumina","terrestrial","human_host-associated"
"mgm4734750","microbial feature","organic material","human-oral",NA,"482H","RAP_pool9","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp21828","host-associated","saliva","cheng","illumina","terrestrial","human_host-associated"
"mgm4734751","microbial feature","organic material","human-oral",NA,"472H","RAP_pool9","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp21828","host-associated","saliva","cheng","illumina","terrestrial","human_host-associated"
"mgm4734752","microbial feature","organic material","human-oral",NA,"472D","RAP_pool9","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp21828","host-associated","saliva","cheng","illumina","terrestrial","human_host-associated"
"mgm4734753","microbial feature","organic material","human-oral",NA,"469D","RAP_pool9","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp21828","host-associated","saliva","cheng","illumina","terrestrial","human_host-associated"
"mgm4735485","agricultural feature","upland soil","soil","mgm4735485.3","Composite2","SWITCHGRASS_N2O","metagenome","WGS","north america","USA",35.925603,-84.394655,"terrestrial biome","mgp22000","free-living","agricultural_soil","schadt","illumina","terrestrial","soil"
"mgm4735486","agricultural feature","upland soil","soil","mgm4735486.3","Composite3","SWITCHGRASS_N2O","metagenome","WGS","north america","USA",35.925603,-84.394655,"terrestrial biome","mgp22000","free-living","agricultural_soil","schadt","illumina","terrestrial","soil"
"mgm4735487","agricultural feature","upland soil","soil","mgm4735487.3","Composite4","SWITCHGRASS_N2O","metagenome","WGS","north america","USA",35.925603,-84.394655,"terrestrial biome","mgp22000","free-living","agricultural_soil","schadt","illumina","terrestrial","soil"
"mgm4735489","agricultural feature","upland soil","soil","mgm4735489.3","Composite1","SWITCHGRASS_N2O","metagenome","WGS","north america","USA",35.925603,-84.394655,"terrestrial biome","mgp22000","free-living","agricultural_soil","schadt","illumina","terrestrial","soil"
"mgm4735634","microbial feature","organic material","human-oral",NA,"495H","RAP_pool9","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp21828","host-associated","saliva","cheng","illumina","terrestrial","human_host-associated"
"mgm4735635","microbial feature","organic material","human-oral",NA,"481H","RAP_pool9","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp21828","host-associated","saliva","cheng","illumina","terrestrial","human_host-associated"
"mgm4735636","microbial feature","organic material","human-oral",NA,"502H","RAP_pool9","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp21828","host-associated","saliva","cheng","illumina","terrestrial","human_host-associated"
"mgm4735637","microbial feature","organic material","human-oral",NA,"503D","RAP_pool9","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp21828","host-associated","saliva","cheng","illumina","terrestrial","human_host-associated"
"mgm4735638","microbial feature","organic material","human-oral",NA,"497D","RAP_pool9","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp21828","host-associated","saliva","cheng","illumina","terrestrial","human_host-associated"
"mgm4735639","microbial feature","organic material","human-oral",NA,"504H","RAP_pool9","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp21828","host-associated","saliva","cheng","illumina","terrestrial","human_host-associated"
"mgm4735640","microbial feature","organic material","human-oral",NA,"504D","RAP_pool9","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp21828","host-associated","saliva","cheng","illumina","terrestrial","human_host-associated"
"mgm4735641","microbial feature","organic material","human-oral",NA,"497H","RAP_pool9","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp21828","host-associated","saliva","cheng","illumina","terrestrial","human_host-associated"
"mgm4735733","microbial feature","organic material","human-oral",NA,"503H","RAP_pool9","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp21828","host-associated","saliva","cheng","illumina","terrestrial","human_host-associated"
"mgm4739110","biofilm","biofilm material","human-oral",NA,"482D","RAP_pool 9","metagenome","WGS",NA,"United Kingdom",53.1,1.3,"terrestrial biome","mgp79581","host-associated","human_associated_biofilm","cheng","illumina","terrestrial","human_host-associated"
"mgm4740557","mine tailing","contaminated soil","soil",NA,"TM8","Mine Tailings","metagenome","WGS",NA,"Canada",0,0,"terrestrial biome","mgp79868","free-living","contaminated_soil","langill","illumina","terrestrial","soil"
"mgm4740558","mine tailing","contaminated soil","soil",NA,"TM3","Mine Tailings","metagenome","WGS",NA,"Canada",0,0,"terrestrial biome","mgp79868","free-living","contaminated_soil","langill","illumina","terrestrial","soil"
"mgm4740559","mine tailing","contaminated soil","soil",NA,"TM5","Mine Tailings","metagenome","WGS",NA,"Canada",0,0,"terrestrial biome","mgp79868","free-living","contaminated_soil","langill","illumina","terrestrial","soil"
"mgm4740560","mine tailing","contaminated soil","soil",NA,"TM2","Mine Tailings","metagenome","WGS",NA,"Canada",0,0,"terrestrial biome","mgp79868","free-living","contaminated_soil","langill","illumina","terrestrial","soil"
"mgm4741982","organic feature","compost soil","soil",NA,"MILM55_raw_joined","Raw","metagenome","WGS",NA,"Germany",51.5736388888889,9.90916666666667,"terrestrial biome","mgp80101","free-living","compost","lu","illumina","terrestrial","soil"
"mgm4741983","organic feature","compost soil","soil",NA,"MILM76_raw_joined","Raw","metagenome","WGS",NA,"Germany",51.5736388888889,9.90916666666667,"terrestrial biome","mgp80101","free-living","compost","lu","illumina","terrestrial","soil"
"mgm4742537","organic feature","compost soil","soil",NA,"PRJNA366677","reference_metagenome","metagenome","WGS",NA,"USA",37.840898,-122.289614,"terrestrial biome","mgp80207","free-living","compost","lu","illumina","terrestrial","soil"
"mgm4742538","organic feature","compost soil","soil",NA,"PRJNA366478","reference_metagenome","metagenome","WGS",NA,"USA",37.840898,-122.289614,"terrestrial biome","mgp80207","free-living","compost","lu","illumina","terrestrial","soil"
"mgm4742540","organic feature","compost soil","soil",NA,"PRJNA366683","reference_metagenome","metagenome","WGS",NA,"USA",37.840898,-122.289614,"terrestrial biome","mgp80207","free-living","compost","lu","illumina","terrestrial","soil"
"mgm4742541","organic feature","compost soil","soil",NA,"PRJNA337811","reference_metagenome","metagenome","WGS",NA,"Puerto Rico",18.316667,-65.75,"terrestrial biome","mgp80207","free-living","compost","lu","illumina","terrestrial","soil"
"mgm4742545","organic feature","compost soil","soil",NA,"PRJNA366676","reference_metagenome","metagenome","WGS",NA,"USA",37.86971,-122.31414,"terrestrial biome","mgp80207","free-living","compost","lu","illumina","terrestrial","soil"
"mgm4743758","animal habitation","feces","host-associated",NA,"5_S5_L001_R","Chicken cecal feces","metagenome","WGS","asia","Japan",31.670515,130.85165,"terrestrial biome","mgp80126","host-associated","animal_feces","sekizaki","illumina","terrestrial","animal_host-associated"
"mgm4743759","animal habitation","feces","host-associated",NA,"7_S7_L001_R","Chicken cecal feces","metagenome","WGS","asia","Japan",31.670515,130.85165,"terrestrial biome","mgp80126","host-associated","animal_feces","sekizaki","illumina","terrestrial","animal_host-associated"
"mgm4743760","animal habitation","feces","host-associated",NA,"3_S3_L001_R","Chicken cecal feces","metagenome","WGS","asia","Japan",31.670515,130.85165,"terrestrial biome","mgp80126","host-associated","animal_feces","sekizaki","illumina","terrestrial","animal_host-associated"
"mgm4743761","animal habitation","feces","host-associated",NA,"4_S4_L001_R","Chicken cecal feces","metagenome","WGS","asia","Japan",31.670515,130.85165,"terrestrial biome","mgp80126","host-associated","animal_feces","sekizaki","illumina","terrestrial","animal_host-associated"
"mgm4743762","animal habitation","feces","host-associated",NA,"2_S2_L001_R","Chicken cecal feces","metagenome","WGS","asia","Japan",31.670515,130.85165,"terrestrial biome","mgp80126","host-associated","animal_feces","sekizaki","illumina","terrestrial","animal_host-associated"
"mgm4743763","animal habitation","feces","host-associated",NA,"8_S8_L001_R","Chicken cecal feces","metagenome","WGS","asia","Japan",31.670515,130.85165,"terrestrial biome","mgp80126","host-associated","animal_feces","sekizaki","illumina","terrestrial","animal_host-associated"
"mgm4743764","animal habitation","feces","host-associated",NA,"6_S6_L001_R","Chicken cecal feces","metagenome","WGS","asia","Japan",31.670515,130.85165,"terrestrial biome","mgp80126","host-associated","animal_feces","sekizaki","illumina","terrestrial","animal_host-associated"
"mgm4743979","organic feature","compost soil","soil",NA,"PRJNA337828","reference_metagenome","metagenome","WGS",NA,"USA",38.5382364,-121.7639012,"terrestrial biome","mgp80207","free-living","compost","lu","illumina","terrestrial","soil"
"mgm4743980","organic feature","compost soil","soil",NA,"PRJNA337831","reference_metagenome","metagenome","WGS",NA,"USA",38.546,-121.7533,"terrestrial biome","mgp80207","free-living","compost","lu","illumina","terrestrial","soil"
"mgm4749373","organic feature","compost soil","soil",NA,"SRX2020014","reference_metagenome","metagenome","WGS",NA,"USA",38.5402727,-121.7500776,"terrestrial biome","mgp80207","free-living","compost","lu","illumina","terrestrial","soil"
"mgm4749376","organic feature","compost soil","soil",NA,"SRX2021064","reference_metagenome","metagenome","WGS",NA,"USA",37.454581,-121.928712,"terrestrial biome","mgp80207","free-living","compost","lu","illumina","terrestrial","soil"
"mgm4749377","organic feature","compost soil","soil",NA,"SRX2021685","reference_metagenome","metagenome","WGS",NA,"USA",38.546,-121.7533,"terrestrial biome","mgp80207","free-living","compost","lu","illumina","terrestrial","soil"
"mgm4754101","biofilm","biofilm material","human-oral",NA,"389H","RAP_pool10","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp81184","host-associated","human_associated_biofilm","cheng","illumina","terrestrial","human_host-associated"
"mgm4754102","biofilm","biofilm material","human-oral",NA,"58H","RAP_pool10","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp81184","host-associated","human_associated_biofilm","cheng","illumina","terrestrial","human_host-associated"
"mgm4754103","biofilm","biofilm material","human-oral",NA,"174D","RAP_pool10","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp81184","host-associated","human_associated_biofilm","cheng","illumina","terrestrial","human_host-associated"
"mgm4754104","biofilm","biofilm material","human-oral",NA,"387D","RAP_pool10","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp81184","host-associated","human_associated_biofilm","cheng","illumina","terrestrial","human_host-associated"
"mgm4754105","biofilm","biofilm material","human-oral",NA,"94D","RAP_pool11","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp81185","host-associated","human_associated_biofilm","cheng","illumina","terrestrial","human_host-associated"
"mgm4754110","biofilm","biofilm material","human-oral",NA,"94H","RAP_pool11","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp81185","host-associated","human_associated_biofilm","cheng","illumina","terrestrial","human_host-associated"
"mgm4754111","biofilm","biofilm material","human-oral",NA,"422D","RAP_pool10","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp81184","host-associated","human_associated_biofilm","cheng","illumina","terrestrial","human_host-associated"
"mgm4754134","biofilm","biofilm material","human-oral",NA,"428H","RAP_pool11","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp81185","host-associated","human_associated_biofilm","cheng","illumina","terrestrial","human_host-associated"
"mgm4754218","biofilm","biofilm material","human-oral",NA,"561H","RAP_pool10","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp81184","host-associated","human_associated_biofilm","cheng","illumina","terrestrial","human_host-associated"
"mgm4754219","biofilm","biofilm material","human-oral",NA,"560H","RAP_pool10","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp81184","host-associated","human_associated_biofilm","cheng","illumina","terrestrial","human_host-associated"
"mgm4754220","biofilm","biofilm material","human-oral",NA,"559H","RAP_pool10","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp81184","host-associated","human_associated_biofilm","cheng","illumina","terrestrial","human_host-associated"
"mgm4754828","biofilm","biofilm material","human-oral",NA,"452H","RAP_pool10","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp81184","host-associated","human_associated_biofilm","cheng","illumina","terrestrial","human_host-associated"
"mgm4754829","biofilm","biofilm material","human-oral",NA,"456D","RAP_pool10","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp81184","host-associated","human_associated_biofilm","cheng","illumina","terrestrial","human_host-associated"
"mgm4754830","biofilm","biofilm material","human-oral",NA,"457H","RAP_pool10","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp81184","host-associated","human_associated_biofilm","cheng","illumina","terrestrial","human_host-associated"
"mgm4754831","biofilm","biofilm material","human-oral",NA,"464H","RAP_pool10","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp81184","host-associated","human_associated_biofilm","cheng","illumina","terrestrial","human_host-associated"
"mgm4754840","biofilm","biofilm material","human-oral",NA,"555D","RAP_pool10","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp81184","host-associated","human_associated_biofilm","cheng","illumina","terrestrial","human_host-associated"
"mgm4754841","biofilm","biofilm material","human-oral",NA,"555H","RAP_pool10","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp81184","host-associated","human_associated_biofilm","cheng","illumina","terrestrial","human_host-associated"
"mgm4754898","biofilm","biofilm material","human-oral",NA,"435H","RAP_pool10","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp81184","host-associated","human_associated_biofilm","cheng","illumina","terrestrial","human_host-associated"
"mgm4755172","biofilm","biofilm material","human-oral",NA,"387H","RAP_pool10","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp81184","host-associated","human_associated_biofilm","cheng","illumina","terrestrial","human_host-associated"
"mgm4755890","biofilm","biofilm material","human-oral",NA,"422H","RAP_pool10","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp81184","host-associated","human_associated_biofilm","cheng","illumina","terrestrial","human_host-associated"
"mgm4755992","biofilm","biofilm material","human-oral",NA,"467H","RAP_pool10","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp81184","host-associated","human_associated_biofilm","cheng","illumina","terrestrial","human_host-associated"
"mgm4755993","biofilm","biofilm material","human-oral",NA,"467D","RAP_pool10","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp81184","host-associated","human_associated_biofilm","cheng","illumina","terrestrial","human_host-associated"
"mgm4756093","biofilm","biofilm material","human-oral",NA,"562D","RAP_pool10","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp81184","host-associated","human_associated_biofilm","cheng","illumina","terrestrial","human_host-associated"
"mgm4756094","biofilm","biofilm material","human-oral",NA,"562H","RAP_pool10","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp81184","host-associated","human_associated_biofilm","cheng","illumina","terrestrial","human_host-associated"
"mgm4756095","biofilm","biofilm material","human-oral",NA,"386H","RAP_pool10","metagenome","WGS",NA,"United Kingdom",53.49191,1.314801,"terrestrial biome","mgp81184","host-associated","human_associated_biofilm","cheng","illumina","terrestrial","human_host-associated"
"mgm4767414","garden","soil","plant-associated","soil","17A_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767417","garden","soil","plant-associated","soil","23B_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767418","garden","soil","plant-associated","soil","10A_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767419","garden","soil","plant-associated","soil","2A_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767420","garden","soil","plant-associated","soil","15B_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767421","garden","soil","plant-associated","soil","24B_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767422","garden","soil","plant-associated","soil","3B_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767423","garden","soil","plant-associated","soil","16A_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767424","garden","soil","plant-associated","soil","3B_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767425","garden","soil","plant-associated","soil","27B_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767427","garden","soil","plant-associated","soil","18B_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767428","garden","soil","plant-associated","soil","8A_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767429","garden","soil","plant-associated","soil","14B_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767430","garden","soil","plant-associated","soil","10B_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767431","garden","soil","plant-associated","soil","27B_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767432","garden","soil","plant-associated","soil","22B_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767433","garden","soil","plant-associated","soil","21B_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767434","garden","soil","plant-associated","soil","15A_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767435","garden","soil","plant-associated","soil","14B_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767436","garden","soil","plant-associated","soil","2A_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767437","garden","soil","plant-associated","soil","20B_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767438","garden","soil","plant-associated","soil","9A_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767439","garden","soil","plant-associated","soil","19B_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767440","garden","soil","plant-associated","soil","12B_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767441","garden","soil","plant-associated","soil","26B_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767442","garden","soil","plant-associated","soil","3A_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767443","garden","soil","plant-associated","soil","15A_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767444","garden","soil","plant-associated","soil","7A_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767445","garden","soil","plant-associated","soil","1B_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767446","garden","soil","plant-associated","soil","19B_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767447","garden","soil","plant-associated","soil","27A_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767448","garden","soil","plant-associated","soil","12A_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767449","garden","soil","plant-associated","soil","12A_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767450","garden","soil","plant-associated","soil","15B_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767452","garden","soil","plant-associated","soil","9A_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767453","garden","soil","plant-associated","soil","22A_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767454","garden","soil","plant-associated","soil","21B_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767455","garden","soil","plant-associated","soil","1A_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767456","garden","soil","plant-associated","soil","5A_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767457","garden","soil","plant-associated","soil","20A_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767458","garden","soil","plant-associated","soil","25A_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
