samples,feature,material,env.package,metagenome_taxonomy,sample_name,project_name,investigation_type,sequence_type,continent,country,latitude,longitude,raw_biome,project_id,life_style,habitat,biosphere,ecosystem,Realm,Biome,Functional_group
mgm4746072,agricultural feature,upland soil,soil,mgm4746047.3,Composite2_MEGAHIT,SWITCHGRASS_N2O_2,metagenome,WGS,north america,USA,35.925603,-84.394655,terrestrial biome,mgp80460,free-living,agricultural_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4749373,organic feature,compost soil,soil,NA,SRX2020014,reference_metagenome,metagenome,WGS,NA,USA,38.5402727,-121.7500776,terrestrial biome,mgp80207,free-living,compost,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4749376,organic feature,compost soil,soil,NA,SRX2021064,reference_metagenome,metagenome,WGS,NA,USA,37.454581,-121.928712,terrestrial biome,mgp80207,free-living,compost,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4749377,organic feature,compost soil,soil,NA,SRX2021685,reference_metagenome,metagenome,WGS,NA,USA,38.5460,-121.7533,terrestrial biome,mgp80207,free-living,compost,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4754101,biofilm,biofilm material,human-oral,NA,389H,RAP_pool10,metagenome,WGS,NA,United Kingdom,53.49191,1.314801,terrestrial biome,mgp81184,host-associated,human_associated_biofilm,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4754102,biofilm,biofilm material,human-oral,NA,58H,RAP_pool10,metagenome,WGS,NA,United Kingdom,53.49191,1.314801,terrestrial biome,mgp81184,host-associated,human_associated_biofilm,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4754103,biofilm,biofilm material,human-oral,NA,174D,RAP_pool10,metagenome,WGS,NA,United Kingdom,53.49191,1.314801,terrestrial biome,mgp81184,host-associated,human_associated_biofilm,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4754104,biofilm,biofilm material,human-oral,NA,387D,RAP_pool10,metagenome,WGS,NA,United Kingdom,53.49191,1.314801,terrestrial biome,mgp81184,host-associated,human_associated_biofilm,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4754105,biofilm,biofilm material,human-oral,NA,94D,RAP_pool11,metagenome,WGS,NA,United Kingdom,53.49191,1.314801,terrestrial biome,mgp81185,host-associated,human_associated_biofilm,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4754110,biofilm,biofilm material,human-oral,NA,94H,RAP_pool11,metagenome,WGS,NA,United Kingdom,53.49191,1.314801,terrestrial biome,mgp81185,host-associated,human_associated_biofilm,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4754111,biofilm,biofilm material,human-oral,NA,422D,RAP_pool10,metagenome,WGS,NA,United Kingdom,53.49191,1.314801,terrestrial biome,mgp81184,host-associated,human_associated_biofilm,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4754134,biofilm,biofilm material,human-oral,NA,428H,RAP_pool11,metagenome,WGS,NA,United Kingdom,53.49191,1.314801,terrestrial biome,mgp81185,host-associated,human_associated_biofilm,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4754218,biofilm,biofilm material,human-oral,NA,561H,RAP_pool10,metagenome,WGS,NA,United Kingdom,53.49191,1.314801,terrestrial biome,mgp81184,host-associated,human_associated_biofilm,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4754219,biofilm,biofilm material,human-oral,NA,560H,RAP_pool10,metagenome,WGS,NA,United Kingdom,53.49191,1.314801,terrestrial biome,mgp81184,host-associated,human_associated_biofilm,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4754220,biofilm,biofilm material,human-oral,NA,559H,RAP_pool10,metagenome,WGS,NA,United Kingdom,53.49191,1.314801,terrestrial biome,mgp81184,host-associated,human_associated_biofilm,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4754828,biofilm,biofilm material,human-oral,NA,452H,RAP_pool10,metagenome,WGS,NA,United Kingdom,53.49191,1.314801,terrestrial biome,mgp81184,host-associated,human_associated_biofilm,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4754829,biofilm,biofilm material,human-oral,NA,456D,RAP_pool10,metagenome,WGS,NA,United Kingdom,53.49191,1.314801,terrestrial biome,mgp81184,host-associated,human_associated_biofilm,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4754830,biofilm,biofilm material,human-oral,NA,457H,RAP_pool10,metagenome,WGS,NA,United Kingdom,53.49191,1.314801,terrestrial biome,mgp81184,host-associated,human_associated_biofilm,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4754831,biofilm,biofilm material,human-oral,NA,464H,RAP_pool10,metagenome,WGS,NA,United Kingdom,53.49191,1.314801,terrestrial biome,mgp81184,host-associated,human_associated_biofilm,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4754840,biofilm,biofilm material,human-oral,NA,555D,RAP_pool10,metagenome,WGS,NA,United Kingdom,53.49191,1.314801,terrestrial biome,mgp81184,host-associated,human_associated_biofilm,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4754841,biofilm,biofilm material,human-oral,NA,555H,RAP_pool10,metagenome,WGS,NA,United Kingdom,53.49191,1.314801,terrestrial biome,mgp81184,host-associated,human_associated_biofilm,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4754898,biofilm,biofilm material,human-oral,NA,435H,RAP_pool10,metagenome,WGS,NA,United Kingdom,53.49191,1.314801,terrestrial biome,mgp81184,host-associated,human_associated_biofilm,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4755172,biofilm,biofilm material,human-oral,NA,387H,RAP_pool10,metagenome,WGS,NA,United Kingdom,53.49191,1.314801,terrestrial biome,mgp81184,host-associated,human_associated_biofilm,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4755890,biofilm,biofilm material,human-oral,NA,422H,RAP_pool10,metagenome,WGS,NA,United Kingdom,53.49191,1.314801,terrestrial biome,mgp81184,host-associated,human_associated_biofilm,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4755992,biofilm,biofilm material,human-oral,NA,467H,RAP_pool10,metagenome,WGS,NA,United Kingdom,53.49191,1.314801,terrestrial biome,mgp81184,host-associated,human_associated_biofilm,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4755993,biofilm,biofilm material,human-oral,NA,467D,RAP_pool10,metagenome,WGS,NA,United Kingdom,53.49191,1.314801,terrestrial biome,mgp81184,host-associated,human_associated_biofilm,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4756093,biofilm,biofilm material,human-oral,NA,562D,RAP_pool10,metagenome,WGS,NA,United Kingdom,53.49191,1.314801,terrestrial biome,mgp81184,host-associated,human_associated_biofilm,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4756094,biofilm,biofilm material,human-oral,NA,562H,RAP_pool10,metagenome,WGS,NA,United Kingdom,53.49191,1.314801,terrestrial biome,mgp81184,host-associated,human_associated_biofilm,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4756095,biofilm,biofilm material,human-oral,NA,386H,RAP_pool10,metagenome,WGS,NA,United Kingdom,53.49191,1.314801,terrestrial biome,mgp81184,host-associated,human_associated_biofilm,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4767414,garden,soil,plant-associated,soil,17A_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767417,garden,soil,plant-associated,soil,23B_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767418,garden,soil,plant-associated,soil,10A_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767419,garden,soil,plant-associated,soil,2A_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767420,garden,soil,plant-associated,soil,15B_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767421,garden,soil,plant-associated,soil,24B_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767422,garden,soil,plant-associated,soil,3B_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767423,garden,soil,plant-associated,soil,16A_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767424,garden,soil,plant-associated,soil,3B_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767425,garden,soil,plant-associated,soil,27B_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767427,garden,soil,plant-associated,soil,18B_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767428,garden,soil,plant-associated,soil,8A_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767429,garden,soil,plant-associated,soil,14B_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767430,garden,soil,plant-associated,soil,10B_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767431,garden,soil,plant-associated,soil,27B_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767432,garden,soil,plant-associated,soil,22B_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767433,garden,soil,plant-associated,soil,21B_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767434,garden,soil,plant-associated,soil,15A_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767435,garden,soil,plant-associated,soil,14B_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767436,garden,soil,plant-associated,soil,2A_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767437,garden,soil,plant-associated,soil,20B_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767438,garden,soil,plant-associated,soil,9A_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767439,garden,soil,plant-associated,soil,19B_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767440,garden,soil,plant-associated,soil,12B_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767441,garden,soil,plant-associated,soil,26B_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767442,garden,soil,plant-associated,soil,3A_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767443,garden,soil,plant-associated,soil,15A_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767444,garden,soil,plant-associated,soil,7A_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767445,garden,soil,plant-associated,soil,1B_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767446,garden,soil,plant-associated,soil,19B_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767447,garden,soil,plant-associated,soil,27A_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767448,garden,soil,plant-associated,soil,12A_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767449,garden,soil,plant-associated,soil,12A_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767450,garden,soil,plant-associated,soil,15B_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767452,garden,soil,plant-associated,soil,9A_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767453,garden,soil,plant-associated,soil,22A_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767454,garden,soil,plant-associated,soil,21B_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767455,garden,soil,plant-associated,soil,1A_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767456,garden,soil,plant-associated,soil,5A_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767457,garden,soil,plant-associated,soil,20A_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767458,garden,soil,plant-associated,soil,25A_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767459,garden,soil,plant-associated,soil,23A_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767460,garden,soil,plant-associated,soil,24A_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767461,garden,soil,plant-associated,soil,3A_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767462,garden,soil,plant-associated,soil,5B_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767463,garden,soil,plant-associated,soil,4A_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767464,garden,soil,plant-associated,soil,7B_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767465,garden,soil,plant-associated,soil,16A_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767466,garden,soil,plant-associated,soil,8A_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767467,garden,soil,plant-associated,soil,6A_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767468,garden,soil,plant-associated,soil,9B_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767469,garden,soil,plant-associated,soil,7A_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767470,garden,soil,plant-associated,soil,6A_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767471,garden,soil,plant-associated,soil,14A_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767472,garden,soil,plant-associated,soil,6B_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767473,garden,soil,plant-associated,soil,22B_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767474,garden,soil,plant-associated,soil,20B_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767475,garden,soil,plant-associated,soil,26B_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767476,garden,soil,plant-associated,soil,13A_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767477,garden,soil,plant-associated,soil,19A_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767478,garden,soil,plant-associated,soil,10B_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767479,garden,soil,plant-associated,soil,23A_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767480,garden,soil,plant-associated,soil,16B_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767481,garden,soil,plant-associated,soil,10A_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767483,garden,soil,plant-associated,soil,21A_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767484,garden,soil,plant-associated,soil,18B_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767485,garden,soil,plant-associated,soil,11A_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767486,garden,soil,plant-associated,soil,4B_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767487,garden,soil,plant-associated,soil,16B_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767488,garden,soil,plant-associated,soil,25B_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767489,garden,soil,plant-associated,soil,5B_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767490,garden,soil,plant-associated,soil,25A_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767491,garden,soil,plant-associated,soil,4A_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767492,garden,soil,plant-associated,soil,7B_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767493,garden,soil,plant-associated,soil,27A_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767494,garden,soil,plant-associated,soil,4B_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767495,garden,soil,plant-associated,soil,1A_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767496,garden,soil,plant-associated,soil,8B_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767497,garden,soil,plant-associated,soil,13A_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767498,garden,soil,plant-associated,soil,13B_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767499,garden,soil,plant-associated,soil,18A_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767500,garden,soil,plant-associated,soil,26A_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767501,garden,soil,plant-associated,soil,13B_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767502,garden,soil,plant-associated,soil,11B_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
