"samples","file_size","total_number_of_reads","GC_content","total_number_of_bases","complete_sequence_length","average_read_size","read_size_mode","read_size_median","lowest_read_size","highest_read_size","life_style","biosphere","ecosystem","habitat","country","project_name","latitude","longitude","PI_lastname","seq_method"
"mgm4761339",131140907,859674,0.576581215175059,104602114,104602114,121.676488994665,151,142,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761340",225382798,1324540,0.559796436788322,184108512,184108512,138.998076313286,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761341",171809002,1037503,0.558508257167047,139719954,139719954,134.669445775097,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761342",343812821,2099203,0.551949886990376,277749353,277749353,132.311812149659,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761343",169176165,1031498,0.560569508818589,137279279,137279279,133.087295370422,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761344",223114930,1350231,0.576540137284355,181018587,181018587,134.064902227841,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761345",106406125,714944,0.590660412053936,84353957,84353957,117.986803162206,151,133,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761346",289361798,1718760,0.586112149425231,235472522,235472522,137.001397519142,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761347",254084750,1630822,0.559252169661111,203009469,203009469,124.482910458652,151,149,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761348",285894051,1773730,0.567937978886748,230245722,230245722,129.808776984096,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761349",105302824,673146,0.580180541813266,84546398,84546398,125.598901278475,151,149,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761350",102979832,666743,0.577261085011859,82421901,82421901,123.618697159175,151,148,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761351",288188044,1709312,0.587574718747265,234601096,234601096,137.248843979332,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761352",97601035,628569,0.56486822513535,78226489,78226489,124.451713336165,151,148,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761353",243210567,1470983,0.574999990747789,197250151,197250151,134.094106458062,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761354",199726884,1239688,0.579676815568598,161167912,161167912,130.006833977581,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761355",180406631,1097558,0.569590670014833,146395774,146395774,133.383177927727,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761356",117736293,780871,0.56606914565466,93640389,93640389,119.917872478297,151,135,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761357",191581789,1171726,0.561645318657231,155197608,155197608,132.452133007205,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761358",129415960,825948,0.562988005302058,103922667,103922667,125.822287843787,151,149,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761359",129171552,784518,0.55069496665431,104962590,104962590,133.792456004834,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761360",298427343,1858087,0.557087887635399,240079596,240079596,129.207941285849,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761361",119416303,748186,0.579807482819397,96333636,96333636,128.756266489884,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761362",179810459,1097394,0.566566785660437,145804832,145804832,132.864615625746,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761363",141032616,903552,0.574327883139934,113133600,113133600,125.209838504037,151,149,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761364",262246616,1660941,0.561532744624358,210207542,210207542,126.559307043417,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761365",156460605,945633,0.566413235582545,127257081,127257081,134.573434937233,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761366",143878323,895131,0.561958412639189,116240365,116240365,129.858495572156,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761367",351296188,2113606,0.560135620727823,284771809,284771809,134.73268385877,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761368",187985930,1125877,0.552986028162818,153068918,153068918,135.955275753923,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761369",209368514,1277607,0.559652907184471,169596135,169596135,132.745151678098,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761370",256759865,1537431,0.591040199612474,208673131,208673131,135.728452854144,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761371",153376226,946946,0.559467198801263,124132003,124132003,131.086675480967,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761372",157080812,976402,0.570598069707356,126923449,126923449,129.990976052896,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761373",161393376,1002357,0.571274563073115,130428916,130428916,130.122217932333,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761374",153959109,950768,0.552511148837545,124596398,124596398,131.048161065581,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761375",129695909,828487,0.563740563442361,104123907,104123907,125.679590627252,151,149,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761376",123246091,782593,0.570685716321242,99096810,99096810,126.626241226282,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761377",289527672,1790205,0.571560474469525,233352142,233352142,130.349396856785,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761378",237230686,1396301,0.555501985181677,193660109,193660109,138.695101557615,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761379",119108595,767652,0.568646518299193,95422487,95422487,124.304355358939,151,149,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761380",152048736,947956,0.562175083285486,122773193,122773193,129.513598732431,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761381",167442033,1055391,0.564713188783056,134780555,134780555,127.706750389192,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761382",163014312,1001013,0.569654802005854,132092946,132092946,131.959271258215,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761383",371283206,2234344,0.549810104667927,300895232,300895232,134.668265942934,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761384",323416760,1977879,0.562906234250571,261235666,261235666,132.078689343484,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761385",192996554,1144923,0.552693162580038,157470070,157470070,137.537694674664,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761386",149063893,923783,0.568300515653519,120537721,120537721,130.482722674048,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761387",115348150,739110,0.560159360173487,92546837,92546837,125.213888325148,151,149,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761388",171773339,1068221,0.566343100869055,138701310,138701310,129.84327213189,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761389",121902596,750270,0.551532660168607,98755323,98755323,131.626378503739,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761390",86861948,574804,0.56091868952294,69154114,69154114,120.30903403595,151,136,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761391",264111285,1563511,0.57158995905302,215189982,215189982,137.632534724732,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761392",138032805,863903,0.566360059205707,111362913,111362913,128.906732584561,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761393",172617483,1053532,0.555868828808239,140015500,140015500,132.901041449144,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761394",87576846,607589,0.57845491884332,68852681,68852681,113.321144721185,151,119,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761395",109655820,726321,0.576437129917426,87250967,87250967,120.127281188345,151,136,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761396",173080739,1083059,0.562356447505831,139533887,139533887,128.833135590951,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761397",325191539,2022644,0.553195067075355,261577967,261577967,129.324768471367,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761398",128368702,821780,0.548929248482134,103004617,103004617,125.343299909952,151,149,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761399",306788568,1909110,0.563964011518877,246808082,246808082,129.279131113451,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761400",140109304,873634,0.560269575102379,113137748,113137748,129.502455261586,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761401",270727252,1588201,0.571378409548209,221015866,221015866,139.161142701711,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761402",360839060,2148437,0.55993466032465,293200110,293200110,136.471355687879,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761403",120610700,756649,0.575336471720271,97265678,97265678,128.547950238486,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761404",127124007,816869,0.567978107107999,101912164,101912164,124.759495096521,151,149,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761405",205840532,1237663,0.562619093605807,167346306,167346306,135.2115285017,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761406",139210587,870551,0.556832032686348,112334606,112334606,129.038512390429,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761407",231174064,1374321,0.556138433420687,188306840,188306840,137.01809111554,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761408",145099788,912994,0.554274417888565,116908071,116908071,128.049112042357,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761409",239702342,1463267,0.590848158864401,193988835,193988835,132.57241159679,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761410",253804102,1525045,0.589460682547131,206113708,206113708,135.152541728277,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761411",299162777,1858059,0.560899451800381,240815928,240815928,129.606179351678,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761412",160202401,980248,0.560342475448104,129925810,129925810,132.543815442623,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761413",86586044,592642,0.562564517705222,68325237,68325237,115.289225198349,151,125,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761414",165024217,999945,0.564368000883276,134137015,134137015,134.144392941612,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761415",196765478,1200930,0.564055257550641,159446662,159446662,132.769322108699,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761416",130996851,829859,0.569665703108398,105382314,105382314,126.988216070441,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761417",118394112,761520,0.563290451894237,94898090,94898090,124.616674545646,151,149,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761418",182271951,1120598,0.560779124960249,147523858,147523858,131.647440027557,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761419",202894235,1211177,0.55616117802756,165247611,165247611,136.435558964544,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761420",141117438,889103,0.561577996075373,113666341,113666341,127.843839240223,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761421",157713509,984156,0.565543072455421,127315774,127315774,129.365440031865,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761422",141295149,870443,0.56823766343746,114422514,114422514,131.453195671629,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761423",245523283,1484163,0.591785131658652,199141110,199141110,134.177384829025,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761424",114359552,735681,0.555663582307736,91664537,91664537,124.598211724919,151,148,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761425",219251228,1316779,0.558123058486781,178225351,178225351,135.34947853816,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761426",132645030,860103,0.571179252289158,106092938,106092938,123.349108188205,151,148,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761427",111564691,735698,0.582547361316107,88869152,88869152,120.795696060068,151,138,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761428",180795568,1087982,0.558404416623787,147091179,147091179,135.196335049661,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761429",278565977,1670151,0.588008562459581,226232192,226232192,135.45613061334,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761430",119485687,780276,0.550448599145468,95408229,95408229,122.274975777802,151,145,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761431",148810848,912704,0.543626338490691,120628127,120628127,132.165660498913,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761432",204399797,1253790,0.581079417359589,165389558,165389558,131.911690155449,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761433",90852553,587470,0.563280779190886,72752083,72752083,123.839656493098,151,148,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761434",153645940,945774,0.562449637589944,124438048,124438048,131.572709759414,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761435",138653220,865112,0.570193675876158,111945847,111945847,129.400409426756,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761436",296075998,1746475,0.586118244939308,241299849,241299849,138.163929629683,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761437",175801454,1050692,0.558310236409198,143290364,143290364,136.377134307675,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761438",114926862,724809,0.552214881550147,92568878,92568878,127.714857293439,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761439",128783645,830154,0.581849300830067,103159971,103159971,124.266065091537,151,148,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761440",135689125,868811,0.573625204239886,108867080,108867080,125.305826008188,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761441",97224903,627881,0.560170599105816,77871686,77871686,124.023001173789,151,148,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761442",126341637,776250,0.550277158733293,102388980,102388980,131.90206763285,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761697",116675945,701644,0.533154912650163,95036067,95036067,135.44770139843,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761698",167628700,1032806,0.577218150030849,135689841,135689841,131.379795431088,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761699",163249297,1017540,0.576213962144051,131798941,131798941,129.527036774967,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761700",164285126,996767,0.566721119301084,133496449,133496449,133.92944288886,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761701",72712503,475232,0.54929384204483,58091394,58091394,122.237967981954,151,148,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761702",218165310,1286048,0.567276697793859,178122714,178122714,138.503939199781,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761703",87772334,557166,0.542774378659092,70611277,70611277,126.732925196441,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761704",177844359,1086185,0.561574543466363,144197480,144197480,132.755911746157,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761705",204692617,1226170,0.570108760109536,166566125,166566125,135.842603391047,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761706",181106867,1100859,0.573160420259534,146990312,146990312,133.523286815114,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761707",171870061,1062411,0.562781911181187,138983934,138983934,130.819366516348,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761708",110799288,749476,0.57957652909199,87676625,87676625,116.983899417727,151,129,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761709",188229742,1116513,0.561566254725198,153612357,153612357,137.582237734805,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761710",133153215,839595,0.564601398968536,107236865,107236865,127.724515986875,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761711",112704559,685059,0.533464579116906,91578815,91578815,133.680186670053,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761712",93866937,598557,0.538349660369071,75422754,75422754,126.007638370281,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761713",182430636,1105260,0.575449944894239,148173256,148173256,134.061900367334,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761714",191822180,1134119,0.560643996509531,156641408,156641408,138.11725929995,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761715",212393073,1262522,0.567843524791817,173103307,173103307,137.109141068433,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761716",187415560,1115537,0.560633472035691,152829414,152829414,137.000757482719,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761717",100368749,627996,0.536881974880795,81011958,81011958,129.000754781878,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761718",144929340,942589,0.568893308843992,115820181,115820181,122.874530680922,151,145,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761719",142139636,906195,0.577968441613485,114158688,114158688,125.975852879347,151,149,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761720",140138637,897595,0.573772461216099,112424289,112424289,125.250574033946,151,149,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761721",70517834,467822,0.546908830147191,56126437,56126437,119.973915292569,151,139,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761722",160619042,979770,0.567182663436447,130357276,130357276,133.048854322953,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
"mgm4761723",87028775,551793,0.546696343945771,70034273,70034273,126.921278450433,151,150,50,151,"free-living","marine","sediment","coastal_marine_sediment","Australia","Smooth mat metagenome",-26.421285,114.2789009,"wong","illumina"
