"samples","PI_lastname","latitude","longitude","observations","project_id","project_name","seq_meth","biome","life_style","environment","habitat","sequence_count_raw","average_length_raw","standard_deviation_length_raw","average_gc_content_raw","standard_deviation_gc_content_raw","average_gc_ratio_raw","standard_deviation_gc_ratio_raw","bp_count_preprocessed","sequence_count_preprocessed","average_length_preprocessed","standard_deviation_length_preprocessed","average_gc_content_preprocessed","standard_deviation_gc_content_preprocessed","average_gc_ratio_preprocessed","standard_deviation_gc_ratio_preprocessed","file_size_pos_prinseq","file_size_pos_prodigal","orf_count","args_total_count","bp_count_raw","drop"
"mgm4777336","pitta",32,44,"NA","mgp83664","distribution of ar genes in compostingrun4","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",273628,390286,560576,51846,13232,1064,549,106793115,273628,390286,560576,51846,13232,1064,549,118728613,76001109,309555,122,106793115,"FALSE"
"mgm4777337","pitta",32,44,"NA","mgp83664","distribution of ar genes in compostingrun4","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",2503147,216.25,142258,45146,10119,1334,564,541306482,2503147,216.25,142258,45146,10119,1334,564,645425175,509709716,2459141,119,541306482,"FALSE"
"mgm4777338","pitta",32,44,"NA","mgp83664","distribution of ar genes in compostingrun4","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",562466,395.12,641292,49.39,14514,1.21,657,222241329,562466,395.12,641292,49.39,14514,1.21,657,246940239,154628821,628481,241,222241329,"FALSE"
"mgm4777339","pitta",32,44,"NA","mgp83664","distribution of ar genes in compostingrun4","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",6577095,210.06,99059,46.53,11.12,1.28,578,1381587061,6577095,210.06,99059,46.53,11.12,1.28,578,1656075144,1340505303,6491685,220,1381587061,"FALSE"
"mgm4777340","pitta",32,44,"NA","mgp83664","distribution of ar genes in compostingrun4","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",605378,301044,372812,45458,8712,1.28,439,182245600,605378,301044,372812,45458,8712,1.28,439,207899706,143187875,629373,175,182245600,"FALSE"
"mgm4777341","pitta",32,44,"NA","mgp83664","distribution of ar genes in compostingrun4","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",1900622,217085,135097,47.33,10595,1221,518,412596046,1900622,217085,135097,47.33,10595,1221,518,491408474,392102119,1888019,77,412596046,"FALSE"
"mgm4777342","pitta",32,44,"NA","mgp83664","distribution of ar genes in compostingrun4","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",493016,349965,479658,59843,11951,0.76,463,172538302,493016,349965,479658,59843,11951,0.76,463,193789406,129458744,546484,199,172538302,"FALSE"
"mgm4777343","pitta",32,44,"NA","mgp83664","distribution of ar genes in compostingrun4","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",748289,380487,683372,62376,10486,665,401,284714569,748289,380487,683372,62376,10486,665,401,317483793,204864007,843927,314,284714569,"FALSE"
"mgm4777344","pitta",32,44,"NA","mgp83664","distribution of ar genes in compostingrun4","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",314103,344057,544597,46384,11722,1288,547,108069368,314103,344057,544597,46384,11722,1288,547,121540606,76980413,327519,92,108069368,"FALSE"
"mgm4777345","pitta",32,44,"NA","mgp83664","distribution of ar genes in compostingrun4","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",2132995,228158,157167,46168,9997,1271,504,486660368,2132995,228158,157167,46168,9997,1271,504,575602581,444248452,2106468,111,486660368,"FALSE"
"mgm4777346","pitta",32,44,"NA","mgp83664","distribution of ar genes in compostingrun4","illumina","terrestrial","host-associated","animal_host-associated","animal_feces",645067,397026,885259,44452,8295,1333,467,256108532,645067,397026,885259,44452,8295,1333,467,284478262,176684208,710541,184,256108532,"FALSE"
"mgm4777588","cyriaque",50.31,3.08,"NA","mgp83716","river_microcosm_plasmidome_rawreads","illumina","freshwater","free-living","sediment","river_sediment",78266647,148499,3883,39518,6261,1598,474,677856524,4640235,146082,11505,42.64,9896,1486,741,897988782,617129339,3187625,227,11622489069,"FALSE"
"mgm4777589","cyriaque",50.31,3.08,"NA","mgp83716","river_microcosm_plasmidome_rawreads","illumina","freshwater","free-living","sediment","river_sediment",43935556,150,0,41495,2701,1415,151,103162260,728830,141545,20785,44706,8286,1308,452,137456605,115803691,603197,0,6590333400,"FALSE"
"mgm4777590","cyriaque",50.31,3.08,"NA","mgp83716","river_microcosm_plasmidome_rawreads","illumina","freshwater","free-living","sediment","river_sediment",43935556,150,0,41805,3374,1403,184,100350392,767231,130796,27872,44317,7968,1325,466,136479128,115870461,612310,1,6590333400,"FALSE"
"mgm4777591","cyriaque",50.31,3.08,"NA","mgp83716","river_microcosm_plasmidome_rawreads","illumina","freshwater","free-living","sediment","river_sediment",55264918,150,0,41564,2.92,1414,162,169760347,1333979,127259,29633,45365,8575,1282,457,232547693,201672080,1068991,1,8289737700,"FALSE"
"mgm4777592","cyriaque",50.43,3.02,"NA","mgp83716","river_microcosm_plasmidome_rawreads","illumina","freshwater","free-living","sediment","river_sediment",71060204,146131,6308,37612,6.15,1735,0.5,593190332,4127166,143728,13635,37658,7266,1758,634,788915611,442011623,2312774,5,10384122561,"FALSE"
"mgm4777594","cyriaque",50.43,3.02,"NA","mgp83716","river_microcosm_plasmidome_rawreads","illumina","freshwater","free-living","sediment","river_sediment",71060204,148553,3801,37662,6104,1.73,493,537101083,3689985,145556,13058,37839,7339,1746,613,712135968,400630658,2090418,4,10556174107,"FALSE"
"mgm4777595","cyriaque",50.31,3.08,"NA","mgp83716","river_microcosm_plasmidome_rawreads","illumina","freshwater","free-living","sediment","river_sediment",50718867,150,0,41676,2949,1407,159,119174644,837258,142339,19988,45.06,7275,1277,0.39,158595371,141733607,735716,0,7607830050,"FALSE"
"mgm4777596","cyriaque",50.31,3.08,"NA","mgp83716","river_microcosm_plasmidome_rawreads","illumina","freshwater","free-living","sediment","river_sediment",78266647,146037,6327,39444,6255,1604,477,738216679,5138970,143651,12531,42087,9676,1516,0.74,981944926,661445058,3430311,192,11429848020,"FALSE"
"mgm4777598","cyriaque",50.31,3.08,"NA","mgp83716","river_microcosm_plasmidome_rawreads","illumina","freshwater","free-living","sediment","river_sediment",50718867,150,0,42151,3947,1388,197,116102737,894453,129803,28366,44692,7071,1294,423,158209254,142405017,751778,0,7607830050,"FALSE"
"mgm4778843","yakhchali",35.74,53.58,"NA","mgp83855","enriched_iron_ore_metagenome","illumina","terrestrial","free-living","soil","rhizosphere",8075310,160204,25769,55.4,11449,915,559,980487161,5974752,164105,24442,54416,12292,0.97,613,1253782057,1108010891,5603942,754,1293694015,"FALSE"
"mgm4779215","allen",54.715,-1.613,"NA","mgp83895","mb virus extract test","illumina","freshwater","free-living","wastewater","sewage",80704,219876,39428,47996,10399,1201,562,17695730,80499,219825,39425,48003,10399,1.2,561,18581177,14681255,84826,0,17744868,"TRUE"
"mgm4779216","allen",54.715,-1.613,"NA","mgp83895","mb virus extract test","illumina","freshwater","free-living","wastewater","sewage",353731,235115,45.31,51544,8673,998,355,83002204,353068,235088,45.31,51546,8673,998,355,87253713,67230051,377348,0,83167633,"TRUE"
"mgm4779217","allen",54.715,-1.613,"NA","mgp83895","mb virus extract test","illumina","freshwater","free-living","wastewater","sewage",770372,238322,43294,48374,9974,1158,454,182916198,767708,238263,43285,48371,9973,1158,454,192338172,146514282,818071,0,183596253,"TRUE"
"mgm4779218","allen",54.715,-1.613,"NA","mgp83895","mb virus extract test","illumina","freshwater","free-living","wastewater","sewage",61800,234197,45861,48931,9195,1116,394,14438845,61661,234165,45857,48.94,9195,1116,394,15127163,11584608,65669,0,14473367,"TRUE"
"mgm4779317","barta",72.49,101.66,"NA","mgp83927","cryocarbie","ion torrent","terrestrial","free-living","soil","tundra_soil",607566,157989,30065,62873,8413,629,301,95985435,607546,157989,30065,62873,8412,629,301,109411005,93968061,553773,3,95988596,"FALSE"
"mgm4779318","barta",72.49,101.66,"NA","mgp83927","cryocarbie","ion torrent","terrestrial","free-living","soil","tundra_soil",430516,149071,39412,64096,7195,585,234,64177441,430515,149071,39412,64096,7195,585,234,73619571,62562225,376331,1,64177598,"FALSE"
"mgm4779319","barta",72.49,101.66,"NA","mgp83927","cryocarbie","ion torrent","terrestrial","free-living","soil","tundra_soil",520405,160312,34004,65444,7257,554,248,83423321,520382,160312,34004,65446,7255,554,247,94991644,82345117,481180,2,83426969,"FALSE"
"mgm4779320","barta",72.49,101.66,"NA","mgp83927","cryocarbie","ion torrent","terrestrial","free-living","soil","tundra_soil",399030,144988,37127,65668,7.49,0.55,252,57853729,399026,144987,37127,65668,7489,0.55,252,66583021,58707121,354180,1,57854419,"FALSE"
"mgm4779321","barta",72.49,101.66,"NA","mgp83927","cryocarbie","ion torrent","terrestrial","free-living","soil","tundra_soil",312486,131324,33083,63.74,8094,603,278,41033444,312457,131325,33084,63742,8091,603,278,47781335,44439818,273866,1,41036789,"FALSE"
"mgm4779322","barta",72.49,101.66,"NA","mgp83927","cryocarbie","ion torrent","terrestrial","free-living","soil","tundra_soil",548327,165.73,39234,64973,7.93,571,278,90867317,548282,165731,39233,64974,7927,571,278,103058726,86514244,503882,5,90874498,"FALSE"
"mgm4779323","barta",72.49,101.66,"NA","mgp83927","cryocarbie","ion torrent","terrestrial","free-living","soil","tundra_soil",680465,143.5,28499,64621,8808,0.59,332,97643641,680442,143.5,28499,64622,8807,0.59,332,112499493,103225190,618567,5,97646883,"FALSE"
"mgm4779324","barta",72.49,101.66,"NA","mgp83927","cryocarbie","ion torrent","terrestrial","free-living","soil","tundra_soil",680777,173814,35501,64.62,8347,584,301,118313746,680694,173813,35501,64623,8342,584,0.3,"NA","NA","NA","NA",118328698,"FALSE"
"mgm4779325","barta",72.49,101.66,"NA","mgp83927","cryocarbie","ion torrent","terrestrial","free-living","soil","tundra_soil",700274,159587,38698,64488,8818,594,335,111744416,700205,159588,38698,64491,8814,594,335,127255253,109786410,643616,7,111754601,"FALSE"
"mgm4779367","husainov",55.72,49.15,"NA","mgp83933","kabanlakes2016","illumina","freshwater","free-living","freshwater","lake",31916,272695,69477,47508,7.17,1153,355,2423284,9338,259508,65462,46359,7807,1223,405,2894818,2077784,9240,0,8703345,"FALSE"
"mgm4779621","husainov",55.72,49.15,"NA","mgp83956","kabanlakes2017","illumina","freshwater","free-living","freshwater","lake",21101,150249,13366,40.43,8489,1548,512,803911,5312,151339,10757,42096,8759,1.48,514,1061669,989226,5085,0,3170409,"FALSE"
"mgm4779622","husainov",55.74,49.15,"NA","mgp83956","kabanlakes2017","illumina","freshwater","free-living","freshwater","lake",32486,150463,16144,40555,7465,1505,417,926713,6086,152.27,16938,42888,8082,1414,455,1222150,1054701,5487,0,4887946,"FALSE"
"SRR1534154","Emerson",38.56,-110.8,"NA","PRJNA229517","Crystal Geyser Metagenome","illumina","freshwater","free-living","groundwater","geyser","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR1534387","Emerson",38.56,-110.8,"NA","PRJNA229517","Crystal Geyser Metagenome","illumina","freshwater","free-living","groundwater","geyser","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR1556897","Emerson",38.938,-110.135,"NA","PRJNA229517","Crystal Geyser Metagenome","illumina","freshwater","free-living","groundwater","geyser","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR1573679","Zhou",36.12,-84.25,"NA","PRJNA258175","Oak Ridge Integrated Field Research Challenge (OR-IFRC) Metagenomes","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR1573952","Zhou",35.94,-84.34,"NA","PRJNA258175","Oak Ridge Integrated Field Research Challenge (OR-IFRC) Metagenomes","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR1573955","Zhou",35.94,-84.34,"NA","PRJNA258175","Oak Ridge Integrated Field Research Challenge (OR-IFRC) Metagenomes","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR1573960","Zhou",35.94,-84.34,"NA","PRJNA258175","Oak Ridge Integrated Field Research Challenge (OR-IFRC) Metagenomes","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR1633224","Morrison",-26.42,27.43,"NA","PRJNA265029","MIMS Environmental/Metagenome sample from deep subsurface fracture water","illumina","freshwater","free-living","groundwater","mine","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR1658343","Banfield",39.537,-107.783,"NA","PRJNA268031","Rifle CO metagenome from aquifer","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR1658344","Banfield",39.537,-107.783,"NA","PRJNA268031","Rifle CO metagenome from aquifer","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR1658462","Banfield",39.537,-107.783,"NA","PRJNA268031","Rifle CO metagenome from aquifer","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR1658463","Banfield",39.537,-107.783,"NA","PRJNA268031","Rifle CO metagenome from aquifer","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR1658465","Banfield",39.537,-107.783,"NA","PRJNA268031","Rifle CO metagenome from aquifer","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR1658466","Banfield",39.537,-107.783,"NA","PRJNA268031","Rifle CO metagenome from aquifer","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR1658467","Banfield",39.537,-107.783,"NA","PRJNA268031","Rifle CO metagenome from aquifer","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR1658468","Banfield",39.537,-107.783,"NA","PRJNA268031","Rifle CO metagenome from aquifer","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR1658469","Banfield",39.537,-107.783,"NA","PRJNA268031","Rifle CO metagenome from aquifer","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR1658471","Banfield",39.537,-107.783,"NA","PRJNA268031","Rifle CO metagenome from aquifer","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR1658472","Banfield",39.537,-107.783,"NA","PRJNA268031","Rifle CO metagenome from aquifer","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR1658473","Banfield",39.537,-107.783,"NA","PRJNA268031","Rifle CO metagenome from aquifer","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR1947270","Hubalek",57.25,16.41,"NA","PRJNA279923","Metagenome sample from deep biosphere Raw sequence reads","illumina","freshwater","free-living","groundwater","subsurface_saline","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR2043728","Nelson",46.371,-119.276,"NA","PRJNA283788","Pacific Northwest National Laboratroy","illumina","freshwater","free-living","groundwater","porous","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR2090149","Banfield",39.537,-107.783,"NA","PRJNA288027","Terrestrial subsurface C N S and H cycles cross-linked by metabolic handoffs","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR2090150","Banfield",39.537,-107.783,"NA","PRJNA288027","Terrestrial subsurface C N S and H cycles cross-linked by metabolic handoffs","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR2090151","Banfield",39.537,-107.783,"NA","PRJNA288027","Terrestrial subsurface C N S and H cycles cross-linked by metabolic handoffs","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR2090155","Banfield",39.537,-107.783,"NA","PRJNA288027","Terrestrial subsurface C N S and H cycles cross-linked by metabolic handoffs","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR2090157","Banfield",39.537,-107.783,"NA","PRJNA288027","Terrestrial subsurface C N S and H cycles cross-linked by metabolic handoffs","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR2090159","Banfield",39.537,-107.783,"NA","PRJNA288027","Terrestrial subsurface C N S and H cycles cross-linked by metabolic handoffs","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR2090161","Banfield",39.537,-107.783,"NA","PRJNA288027","Terrestrial subsurface C N S and H cycles cross-linked by metabolic handoffs","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR2090163","Banfield",39.537,-107.783,"NA","PRJNA288027","Terrestrial subsurface C N S and H cycles cross-linked by metabolic handoffs","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR2090164","Banfield",39.537,-107.783,"NA","PRJNA288027","Terrestrial subsurface C N S and H cycles cross-linked by metabolic handoffs","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR2090165","Banfield",39.537,-107.783,"NA","PRJNA288027","Terrestrial subsurface C N S and H cycles cross-linked by metabolic handoffs","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR2090166","Banfield",39.537,-107.783,"NA","PRJNA288027","Terrestrial subsurface C N S and H cycles cross-linked by metabolic handoffs","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR2090167","Banfield",39.537,-107.783,"NA","PRJNA288027","Terrestrial subsurface C N S and H cycles cross-linked by metabolic handoffs","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR2090168","Banfield",39.537,-107.783,"NA","PRJNA288027","Terrestrial subsurface C N S and H cycles cross-linked by metabolic handoffs","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR2090169","Banfield",39.537,-107.783,"NA","PRJNA288027","Terrestrial subsurface C N S and H cycles cross-linked by metabolic handoffs","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR2090170","Banfield",39.537,-107.783,"NA","PRJNA288027","Terrestrial subsurface C N S and H cycles cross-linked by metabolic handoffs","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR2090171","Banfield",39.537,-107.783,"NA","PRJNA288027","Terrestrial subsurface C N S and H cycles cross-linked by metabolic handoffs","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR2090172","Banfield",39.537,-107.783,"NA","PRJNA288027","Terrestrial subsurface C N S and H cycles cross-linked by metabolic handoffs","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR2090173","Banfield",39.537,-107.783,"NA","PRJNA288027","Terrestrial subsurface C N S and H cycles cross-linked by metabolic handoffs","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR2090174","Banfield",39.537,-107.783,"NA","PRJNA288027","Terrestrial subsurface C N S and H cycles cross-linked by metabolic handoffs","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR2090175","Banfield",39.537,-107.783,"NA","PRJNA288027","Terrestrial subsurface C N S and H cycles cross-linked by metabolic handoffs","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR2177362","Karaoz",39.32,-107.46,"NA","PRJNA292723","Rifle groundwater metagenome and metatranscriptome following nitrate amendment Raw sequence reads","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR2177950","Karaoz",39.32,-107.46,"NA","PRJNA292723","Rifle groundwater metagenome and metatranscriptome following nitrate amendment Raw sequence reads","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR2177951","Karaoz",39.32,-107.46,"NA","PRJNA292723","Rifle groundwater metagenome and metatranscriptome following nitrate amendment Raw sequence reads","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR2177952","Karaoz",39.32,-107.46,"NA","PRJNA292723","Rifle groundwater metagenome and metatranscriptome following nitrate amendment Raw sequence reads","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR2177953","Karaoz",39.32,-107.46,"NA","PRJNA292723","Rifle groundwater metagenome and metatranscriptome following nitrate amendment Raw sequence reads","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR2177954","Karaoz",39.32,-107.46,"NA","PRJNA292723","Rifle groundwater metagenome and metatranscriptome following nitrate amendment Raw sequence reads","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR2177956","Karaoz",39.32,-107.46,"NA","PRJNA292723","Rifle groundwater metagenome and metatranscriptome following nitrate amendment Raw sequence reads","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR2177968","Karaoz",39.32,-107.46,"NA","PRJNA292723","Rifle groundwater metagenome and metatranscriptome following nitrate amendment Raw sequence reads","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR2177986","Karaoz",39.32,-107.46,"NA","PRJNA292723","Rifle groundwater metagenome and metatranscriptome following nitrate amendment Raw sequence reads","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR2540949","Wu",57.434,16.66,"NA","PRJNA295907","Biofilm metagenome from the deep terrestrial subsurface Raw sequence reads","illumina","freshwater","free-living","groundwater","subsurface_saline","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR2544004","Wu",57.434,16.66,"NA","PRJNA295907","Biofilm metagenome from the deep terrestrial subsurface Raw sequence reads","illumina","freshwater","free-living","groundwater","subsurface_saline","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR2544011","Wu",57.434,16.66,"NA","PRJNA295907","Biofilm metagenome from the deep terrestrial subsurface Raw sequence reads","illumina","freshwater","free-living","groundwater","subsurface_saline","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR2544012","Wu",57.434,16.66,"NA","PRJNA295907","Biofilm metagenome from the deep terrestrial subsurface Raw sequence reads","illumina","freshwater","free-living","groundwater","subsurface_saline","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR3308675","Banfield",39.537,-107.783,"NA","PRJNA268031","Rifle CO metagenome from aquifer","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
